P0_x,P0_y,P0_z,P1_x,P1_y,P1_z,P2_x,P2_y,P2_z,P3_x,P3_y,P3_z,P4_x,P4_y,P4_z,P5_x,P5_y,P5_z,P6_x,P6_y,P6_z,P7_x,P7_y,P7_z,P8_x,P8_y,P8_z,P9_x,P9_y,P9_z,P10_x,P10_y,P10_z,P11_x,P11_y,P11_z,P12_x,P12_y,P12_z,P13_x,P13_y,P13_z,P14_x,P14_y,P14_z,P15_x,P15_y,P15_z,P16_x,P16_y,P16_z,P17_x,P17_y,P17_z,P18_x,P18_y,P18_z,P19_x,P19_y,P19_z,P20_x,P20_y,P20_z,P21_x,P21_y,P21_z,P22_x,P22_y,P22_z,P23_x,P23_y,P23_z,P24_x,P24_y,P24_z,P25_x,P25_y,P25_z,P26_x,P26_y,P26_z,P27_x,P27_y,P27_z,P28_x,P28_y,P28_z,P29_x,P29_y,P29_z,P30_x,P30_y,P30_z,P31_x,P31_y,P31_z,P32_x,P32_y,P32_z
0.5345143675804138,0.4607126712799072,-0.11093764007091522,0.5301576852798462,0.4562324583530426,-0.10122112929821014,0.5304418206214905,0.45322126150131226,-0.10123688727617264,0.5307387709617615,0.4505242705345154,-0.10124664753675461,0.5296739339828491,0.4655100107192993,-0.10427601635456085,0.5295615792274475,0.46865952014923096,-0.1042860597372055,0.5294452905654907,0.47177791595458984,-0.1043136790394783,0.5328847169876099,0.4487799406051636,-0.041081786155700684,0.5307101607322693,0.47756585478782654,-0.05738350376486778,0.5395488142967224,0.457077294588089,-0.08783144503831863,0.5394514799118042,0.46801403164863586,-0.0925532802939415,0.5596933960914612,0.4306026101112366,-0.004773920401930809,0.5582860112190247,0.5073645710945129,-0.018806902691721916,0.5921177268028259,0.4209996163845062,0.018143635243177414,0.5938971042633057,0.5176693797111511,-0.0034046517685055733,0.6238031983375549,0.41727277636528015,-0.030411401763558388,0.6266729831695557,0.5188470482826233,-0.052499331533908844,0.633411169052124,0.41507643461227417,-0.044780053198337555,0.6363661289215088,0.5200051069259644,-0.06721249222755432,0.6335201263427734,0.42008790373802185,-0.05838676542043686,0.6362742185592651,0.5147786140441895,-0.08367026597261429,0.6303430199623108,0.42257994413375854,-0.03694839030504227,0.6331942081451416,0.5129254460334778,-0.0599214993417263,0.6284881830215454,0.44260236620903015,0.0017100399127230048,0.6305931806564331,0.486888587474823,-0.0016911386046558619,0.6840242743492126,0.4567124843597412,-0.024944623932242393,0.6847540140151978,0.48850148916244507,-0.01939142495393753,0.7352399230003357,0.45984789729118347,0.05083184316754341,0.730126142501831,0.4783650040626526,0.05116017162799835,0.7380568385124207,0.4606155455112457,0.05502556264400482,0.7370246648788452,0.47047632932662964,0.054640743881464005,0.7540263533592224,0.451740562915802,-0.0021174901630729437,0.7459141612052917,0.4793791174888611,-0.008971503004431725
0.5346715450286865,0.4606185853481293,-0.12973518669605255,0.5302640795707703,0.4560190737247467,-0.12230005115270615,0.5305090546607971,0.45294636487960815,-0.12233517318964005,0.5307689309120178,0.4502190947532654,-0.12235122174024582,0.5296860337257385,0.46518999338150024,-0.12397303432226181,0.5295612215995789,0.46829092502593994,-0.12397892028093338,0.5294381976127625,0.4713039994239807,-0.12401207536458969,0.5327459573745728,0.4476150572299957,-0.06568358838558197,0.5306104421615601,0.47641685605049133,-0.07380383461713791,0.5395484566688538,0.45662057399749756,-0.10690895467996597,0.5393933653831482,0.46702444553375244,-0.10935349762439728,0.5589178204536438,0.42421916127204895,-0.02605769969522953,0.5573993921279907,0.5055552124977112,-0.029048757627606392,0.59259432554245,0.4176071584224701,0.003913686610758305,0.5938524007797241,0.5176737904548645,-0.00690634548664093,0.6241394281387329,0.41511961817741394,-0.04832540079951286,0.6268038153648376,0.5192945003509521,-0.05843942612409592,0.6337286233901978,0.4124821424484253,-0.0630812793970108,0.6371539831161499,0.5207729935646057,-0.07333400845527649,0.6337060332298279,0.41732093691825867,-0.07931169867515564,0.6367471218109131,0.5160056948661804,-0.09197333455085754,0.6308685541152954,0.41965118050575256,-0.05565626919269562,0.6339919567108154,0.5140320062637329,-0.06669262796640396,0.6289357542991638,0.4431827962398529,-0.0028407913632690907,0.6306096911430359,0.48868313431739807,0.0028519057668745518,0.6839835047721863,0.45643723011016846,-0.018074624240398407,0.6846180558204651,0.4884876310825348,-0.00032040412770584226,0.7331975102424622,0.46024638414382935,0.07005909830331802,0.7290903925895691,0.47839853167533875,0.08581655472517014,0.7367467284202576,0.46083617210388184,0.07516884058713913,0.7323551774024963,0.47257596254348755,0.09108037501573563,0.7521175742149353,0.46170151233673096,0.014118300750851631,0.7459058165550232,0.4793812036514282,0.029278574511408806
0.5346605777740479,0.45924675464630127,-0.14522528648376465,0.5302416682243347,0.4545115828514099,-0.1378558725118637,0.5304722785949707,0.4515173137187958,-0.13788796961307526,0.5307064652442932,0.44871512055397034,-0.13790379464626312,0.5296366810798645,0.463458776473999,-0.13986648619174957,0.5294788479804993,0.4666004180908203,-0.139871746301651,0.5293530225753784,0.46991589665412903,-0.13990327715873718,0.5325141549110413,0.44616684317588806,-0.07859985530376434,0.5303564667701721,0.47545912861824036,-0.08835387974977493,0.5393350720405579,0.4553443193435669,-0.12116510421037674,0.5390923619270325,0.4652663469314575,-0.12407513707876205,0.558655321598053,0.4210367202758789,-0.033573031425476074,0.5565274357795715,0.5043457746505737,-0.042232073843479156,0.5929499268531799,0.41600924730300903,-0.00027968225185759366,0.5936084389686584,0.5176738500595093,-0.01936667412519455,0.6258962154388428,0.41401371359825134,-0.053318437188863754,0.6268093585968018,0.5201906561851501,-0.07166028767824173,0.6352493762969971,0.41160187125205994,-0.06785797327756882,0.6372814178466797,0.5222075581550598,-0.08701295405626297,0.6350772380828857,0.4159216284751892,-0.08531378209590912,0.6368127465248108,0.5177015662193298,-0.10628331452608109,0.6325153112411499,0.4181300699710846,-0.06112905591726303,0.6342465877532959,0.5156140923500061,-0.08009299635887146,0.6292057037353516,0.4432729184627533,-0.002397294854745269,0.6306034922599792,0.4893304407596588,0.002404805738478899,0.6839276552200317,0.45564404129981995,-0.018068518489599228,0.6841970682144165,0.48918554186820984,0.002868880284950137,0.7329514026641846,0.4608707129955292,0.07280158996582031,0.7255059480667114,0.47984856367111206,0.11491408199071884,0.7366710901260376,0.462127149105072,0.07816855609416962,0.7272493839263916,0.4769371449947357,0.12314225733280182,0.7521907091140747,0.4640294909477234,0.015686633065342903,0.7440049648284912,0.48094144463539124,0.06574032455682755
0.5351584553718567,0.45903751254081726,-0.15932242572307587,0.5306604504585266,0.4538097381591797,-0.15309037268161774,0.5308554768562317,0.4507242441177368,-0.15311363339424133,0.5310407280921936,0.4478594958782196,-0.15312929451465607,0.5297972559928894,0.4629102647304535,-0.15468648076057434,0.5295332074165344,0.46622171998023987,-0.154690682888031,0.5293632745742798,0.46946391463279724,-0.15471570193767548,0.5325542092323303,0.44496843218803406,-0.0955437421798706,0.5302003026008606,0.47485968470573425,-0.10370645672082901,0.5395679473876953,0.4551452696323395,-0.13553211092948914,0.5391300320625305,0.46523934602737427,-0.13798481225967407,0.5584471225738525,0.4196197986602783,-0.04868905246257782,0.5557499527931213,0.503393292427063,-0.05454164743423462,0.5936821103096008,0.4148387312889099,-0.012853319756686687,0.5936073064804077,0.5178675055503845,-0.029066085815429688,0.6280544996261597,0.41206297278404236,-0.06393881887197495,0.6267719864845276,0.5207825303077698,-0.07950882613658905,0.6371292471885681,0.40995416045188904,-0.07813651114702225,0.6372684240341187,0.5234297513961792,-0.09407766908407211,0.6369187235832214,0.414394736289978,-0.0962112620472908,0.6367965340614319,0.5190427303314209,-0.11379169672727585,0.6343597769737244,0.4165070354938507,-0.0717758908867836,0.634255051612854,0.5167296528816223,-0.08796390146017075,0.6291588544845581,0.4428676664829254,-0.0022312465589493513,0.6303054690361023,0.48926040530204773,0.0022291061468422413,0.6837756037712097,0.4545646607875824,-0.019060499966144562,0.6834045052528381,0.48918044567108154,0.004295459017157555,0.7320396900177002,0.4614498019218445,0.06753401458263397,0.7209056615829468,0.4801638126373291,0.12604717910289764,0.7353556156158447,0.4634596109390259,0.07261514663696289,0.7226736545562744,0.47774606943130493,0.13569752871990204,0.7517611384391785,0.46603724360466003,0.012347409501671791,0.7398719787597656,0.48168498277664185,0.08496475964784622
0.5351868271827698,0.4578891098499298,-0.1603243201971054,0.5306596159934998,0.4526060223579407,-0.1535920649766922,0.530852198600769,0.4494520425796509,-0.15361519157886505,0.5310361385345459,0.44646379351615906,-0.15362872183322906,0.5297749042510986,0.46191689372062683,-0.15527532994747162,0.5294734239578247,0.46545544266700745,-0.15527789294719696,0.5292729139328003,0.46882516145706177,-0.15529918670654297,0.5324544906616211,0.44336047768592834,-0.09503044933080673,0.5300137996673584,0.47460299730300903,-0.10359399765729904,0.5395691990852356,0.45384055376052856,-0.13629768788814545,0.5391085147857666,0.4643770456314087,-0.13886255025863647,0.5583439469337463,0.418899804353714,-0.04904840514063835,0.5551968216896057,0.5022123456001282,-0.054112546145915985,0.5946030020713806,0.41502460837364197,-0.01411930751055479,0.5934407711029053,0.5182329416275024,-0.02986818738281727,0.6295841932296753,0.41144752502441406,-0.06670018285512924,0.6267033815383911,0.5215907692909241,-0.0809277668595314,0.6386059522628784,0.40940919518470764,-0.08120359480381012,0.6372569799423218,0.5247993469238281,-0.0956142246723175,0.6384202837944031,0.41362905502319336,-0.09957244247198105,0.6367935538291931,0.5202905535697937,-0.11534299701452255,0.6357081532478333,0.41578543186187744,-0.07473746687173843,0.6342784762382507,0.5178391933441162,-0.08947920054197311,0.6290745139122009,0.4422976076602936,-0.002917628036811948,0.6300385594367981,0.4892297387123108,0.002910848008468747,0.6836335062980652,0.4536440372467041,-0.02116227149963379,0.6829195618629456,0.4894534647464752,0.015167724341154099,0.7315603494644165,0.46157342195510864,0.062458038330078125,0.7177693247795105,0.48084548115730286,0.14826197922229767,0.7344691753387451,0.4635489583015442,0.06696166098117828,0.7192885875701904,0.4782257080078125,0.15906421840190887,0.7513918280601501,0.46792903542518616,0.0030332286842167377,0.7366041541099548,0.4845782220363617,0.11113680899143219
0.5347681641578674,0.4579308032989502,-0.1537632942199707,0.5301306247711182,0.45272254943847656,-0.1467609405517578,0.5303707718849182,0.4495653808116913,-0.14678078889846802,0.5305923223495483,0.4465613067150116,-0.14679120481014252,0.5291849374771118,0.4620271325111389,-0.14794889092445374,0.5288940668106079,0.4655354619026184,-0.14795249700546265,0.5287400484085083,0.4688844084739685,-0.14797623455524445,0.5320321321487427,0.44264546036720276,-0.08903240412473679,0.5295115113258362,0.47442764043807983,-0.09540653228759766,0.5390961766242981,0.45391854643821716,-0.13035805523395538,0.5384905934333801,0.4644663631916046,-0.13225968182086945,0.5582072138786316,0.4184916317462921,-0.044124260544776917,0.5547266006469727,0.5012906193733215,-0.04863500967621803,0.5950984358787537,0.4141075015068054,-0.01088190358132124,0.5931666493415833,0.5183717608451843,-0.02578333579003811,0.6308163404464722,0.4105532765388489,-0.06429292261600494,0.6265134215354919,0.5222305059432983,-0.07752393931150436,0.6399295926094055,0.40787699818611145,-0.07896486669778824,0.6372483372688293,0.5258302688598633,-0.09241509437561035,0.639725923538208,0.41261571645736694,-0.09731897711753845,0.6367894411087036,0.5212481617927551,-0.11162014305591583,0.6368513107299805,0.4150363802909851,-0.07233043760061264,0.6343038082122803,0.518698513507843,-0.08583667129278183,0.6290686130523682,0.44083020091056824,-0.003090793499723077,0.6298772096633911,0.48897576332092285,0.0030809901654720306,0.6843448281288147,0.45321202278137207,-0.026409268379211426,0.682948648929596,0.4900391697883606,0.013809138908982277,0.731755793094635,0.4615613520145416,0.057520486414432526,0.716339111328125,0.4841262400150299,0.15658079087734222,0.7366714477539062,0.4635445475578308,0.062086913734674454,0.7175106406211853,0.4810389280319214,0.1685447245836258,0.7520671486854553,0.46822109818458557,-0.0014292825944721699,0.7362214922904968,0.48848623037338257,0.12318415939807892
0.5343480706214905,0.4579920172691345,-0.1595766246318817,0.529573380947113,0.4527629613876343,-0.1535070538520813,0.5298070907592773,0.4495827853679657,-0.15352346003055573,0.5300276875495911,0.4465316832065582,-0.15353098511695862,0.5287283062934875,0.46209388971328735,-0.1541965901851654,0.5284863114356995,0.4655686914920807,-0.15420246124267578,0.5283947587013245,0.4688945412635803,-0.15422780811786652,0.5314356684684753,0.4423392713069916,-0.09794662892818451,0.5291657447814941,0.47401466965675354,-0.10188910365104675,0.5386372804641724,0.4538584351539612,-0.1367155760526657,0.5380071997642517,0.46454718708992004,-0.1379633992910385,0.5580541491508484,0.416961133480072,-0.05308203771710396,0.5544458031654358,0.5006677508354187,-0.05266023427248001,0.5955393314361572,0.41313591599464417,-0.017106734216213226,0.5930389761924744,0.518305778503418,-0.026456261053681374,0.6316121220588684,0.41006648540496826,-0.06510444730520248,0.625973105430603,0.5224427580833435,-0.07590865343809128,0.6410374045372009,0.40716004371643066,-0.07899292558431625,0.6369690299034119,0.5265901684761047,-0.0900915339589119,0.6409841775894165,0.4120096266269684,-0.09721212089061737,0.6365901827812195,0.5222324132919312,-0.10979266464710236,0.6380056738853455,0.41449683904647827,-0.0729067474603653,0.6342279314994812,0.5194733142852783,-0.08442540466785431,0.6289868950843811,0.44001057744026184,-0.003848913125693798,0.6293160319328308,0.48890867829322815,0.003826258471235633,0.6850395202636719,0.4523230791091919,-0.024642905220389366,0.6823769807815552,0.49051469564437866,0.012141989544034004,0.7318560481071472,0.46136605739593506,0.06417880207300186,0.7175639271736145,0.48711085319519043,0.13194938004016876,0.7359090447425842,0.46349766850471497,0.06911668926477432,0.7195216417312622,0.4835079610347748,0.14105691015720367,0.7521326541900635,0.4675159454345703,0.0067457701079547405,0.7372381687164307,0.49155640602111816,0.08928397297859192
0.5334373712539673,0.4587324857711792,-0.15480966866016388,0.5284273028373718,0.45309150218963623,-0.14904147386550903,0.5285785794258118,0.449836790561676,-0.1490584909915924,0.5287455320358276,0.4466560482978821,-0.14906592667102814,0.5278999209403992,0.4623490869998932,-0.14900057017803192,0.5277693867683411,0.4656924605369568,-0.14900538325309753,0.5277101993560791,0.4689110517501831,-0.14903514087200165,0.5302245020866394,0.4424004852771759,-0.09645341336727142,0.528466522693634,0.47343307733535767,-0.09669506549835205,0.5377094745635986,0.45388612151145935,-0.13307756185531616,0.5371988415718079,0.4645901620388031,-0.13332869112491608,0.5577775835990906,0.4150794446468353,-0.055489495396614075,0.553991436958313,0.499946266412735,-0.049131132662296295,0.5957691073417664,0.41209232807159424,-0.022522253915667534,0.5928183794021606,0.5181856751441956,-0.023670880123972893,0.6321631669998169,0.4097021818161011,-0.06736334413290024,0.6257011294364929,0.5225541591644287,-0.07315853983163834,0.6419524550437927,0.4067504405975342,-0.08104635030031204,0.6367151737213135,0.5272581577301025,-0.08531617373228073,0.641814649105072,0.4120005667209625,-0.09890007227659225,0.6363312602043152,0.5228920578956604,-0.10655632615089417,0.6386690735816956,0.41450655460357666,-0.0748341754078865,0.6340371966362,0.5199480652809143,-0.0824386402964592,0.6289505362510681,0.4388507306575775,-0.004921862855553627,0.6289032697677612,0.48863157629966736,0.004894097335636616,0.6850748062133789,0.45193007588386536,-0.02068232372403145,0.6823531985282898,0.4906092882156372,0.013475876301527023,0.7324010729789734,0.4614843428134918,0.06851794570684433,0.718330442905426,0.4894873797893524,0.12058015167713165,0.7361916899681091,0.46439114212989807,0.07340121269226074,0.7212845087051392,0.4858931303024292,0.12833863496780396,0.7522374987602234,0.46726974844932556,0.011291534639894962,0.7377170324325562,0.49385082721710205,0.07359418272972107
0.5323224067687988,0.4602527916431427,-0.15032930672168732,0.527432382106781,0.45400044322013855,-0.144491508603096,0.5275704264640808,0.4506058096885681,-0.14450998604297638,0.5277658700942993,0.4472328722476959,-0.14451852440834045,0.5271573662757874,0.4633064866065979,-0.14438572525978088,0.5271164178848267,0.4664553701877594,-0.14438948035240173,0.5271141529083252,0.469371497631073,-0.14441706240177155,0.5293591618537903,0.4424164891242981,-0.09277009218931198,0.527917206287384,0.47335222363471985,-0.09357360750436783,0.536850094795227,0.4541953206062317,-0.12865351140499115,0.5363625288009644,0.4654058516025543,-0.12903277575969696,0.5572189688682556,0.41428327560424805,-0.05384001508355141,0.5536349415779114,0.4995421767234802,-0.04476717486977577,0.5956686735153198,0.41081708669662476,-0.023850642144680023,0.5921770930290222,0.5181295871734619,-0.013615945354104042,0.6318836212158203,0.4092431366443634,-0.07018182426691055,0.6252216100692749,0.5229830741882324,-0.0612221397459507,0.6418942809104919,0.406034916639328,-0.08440005779266357,0.6362367868423462,0.5282348990440369,-0.07389498502016068,0.6417237520217896,0.41171857714653015,-0.10219981521368027,0.6359318494796753,0.5239533185958862,-0.09457363933324814,0.63852459192276,0.4142202138900757,-0.07758618891239166,0.6336061358451843,0.5208361148834229,-0.07027537375688553,0.6288980841636658,0.43784692883491516,-0.006369323004037142,0.6286753416061401,0.48821020126342773,0.006336987484246492,0.6850497722625732,0.45147329568862915,-0.020437592640519142,0.682334303855896,0.4905584156513214,0.0103371012955904,0.7335989475250244,0.4616762101650238,0.06756509840488434,0.7249379754066467,0.4899866282939911,0.11597659438848495,0.7368934154510498,0.46475425362586975,0.0723285973072052,0.7278403043746948,0.48668190836906433,0.12165244668722153,0.7536218762397766,0.46756118535995483,0.010092735290527344,0.744032621383667,0.4944528043270111,0.06567423790693283
0.5311493277549744,0.460513174533844,-0.14860668778419495,0.5262629389762878,0.45446839928627014,-0.14270628988742828,0.5263192653656006,0.45101654529571533,-0.1427261233329773,0.5264435410499573,0.4475574493408203,-0.14273668825626373,0.5262218117713928,0.46357372403144836,-0.14241793751716614,0.5262541174888611,0.46655401587486267,-0.14242179691791534,0.5263077020645142,0.4693877696990967,-0.14244922995567322,0.5281943082809448,0.44248560070991516,-0.09030608087778091,0.5273944735527039,0.47284215688705444,-0.0890972763299942,0.5356515049934387,0.45422422885894775,-0.12691058218479156,0.5352574586868286,0.4654198884963989,-0.12723565101623535,0.5565693974494934,0.4134022891521454,-0.05170169100165367,0.5533816814422607,0.49910545349121094,-0.035702940076589584,0.5956407189369202,0.4102410078048706,-0.019938796758651733,0.5914766788482666,0.5180778503417969,-0.0029954714700579643,0.631732165813446,0.4086878299713135,-0.06608929485082626,0.6247523427009583,0.5240635871887207,-0.05118974670767784,0.6417409181594849,0.4056508243083954,-0.08039814978837967,0.6358712315559387,0.5296061635017395,-0.06405005604028702,0.641465425491333,0.41151732206344604,-0.09832504391670227,0.6356783509254456,0.5251955986022949,-0.08545685559511185,0.6383695006370544,0.41402387619018555,-0.07358427345752716,0.6333082914352417,0.5221360325813293,-0.06064719334244728,0.628894031047821,0.4370763301849365,-0.00789554975926876,0.6285597085952759,0.4877735376358032,0.00787291768938303,0.6859389543533325,0.4503934383392334,-0.021930158138275146,0.6828485727310181,0.49009156227111816,0.008081422187387943,0.7344903945922852,0.4619414508342743,0.07539128512144089,0.730756938457489,0.4895557463169098,0.10205792635679245,0.7377642393112183,0.4648311734199524,0.08129458129405975,0.7340171933174133,0.4864499270915985,0.10770346224308014,0.7536479234695435,0.46813806891441345,0.017433252185583115,0.7482995390892029,0.4934237003326416,0.04665388539433479
