mean_latent_0,mean_latent_1,mean_latent_2,mean_latent_3,mean_latent_4,mean_latent_5,mean_latent_6,mean_latent_7,std_latent_0,std_latent_1,std_latent_2,std_latent_3,std_latent_4,std_latent_5,std_latent_6,std_latent_7,grad_latent_0,grad_latent_1,grad_latent_2,grad_latent_3,grad_latent_4,grad_latent_5,grad_latent_6,grad_latent_7,video_id,start_frame
-1.1324171,-1.3326955,0.46116382,6.1766896,-6.357795,2.1173704,-0.92520326,1.0637655,2.2407541,1.0952277,1.7756792,2.3559828,4.4556284,1.940428,1.54302,2.9041958,0.5881002,-0.18667096,-0.47330993,0.46808532,1.3342928,0.58666825,-0.39738843,-0.67222357,十河,10
-0.47635138,-1.5281247,0.123721875,6.398374,-5.7135396,2.4663854,-1.0150471,1.1994317,0.5609098,0.45781898,0.6037474,0.43418908,1.2422742,0.3357499,0.37127697,1.1894393,0.008296928,-0.0002733779,0.021211,0.023064995,-0.12084139,0.01274899,0.03485204,0.0018939233,十河,20
0.0654921,-1.9359034,0.41295967,6.48521,-6.0796523,2.5221572,-1.3647319,0.51759523,0.6826415,0.6636121,0.67788315,0.51005423,1.3958557,0.46069524,0.6014708,1.018345,0.04224621,-0.014566574,0.050585505,0.05731043,-0.054990463,-0.026232505,-0.020151792,-0.12437503,十河,30
-0.3433198,-2.3764462,-0.19563308,7.6305904,-7.0330286,2.4841495,-1.3353529,1.203975,1.0726278,0.49799344,1.2983268,1.3199421,0.98262095,0.5054847,0.64910686,1.8319328,-0.017519327,-0.044364225,-0.046327733,0.083645366,0.06135627,-0.04379953,0.005081326,0.027054429,十河,40
-0.2555195,-2.6279938,-0.8721298,8.149265,-6.712956,2.292679,-1.5140821,1.6300888,1.145992,0.6030961,1.0526402,0.9628163,1.4309572,0.48141858,0.75433356,1.5511457,-0.0028915524,0.023979826,0.05402683,0.058480795,-0.18922752,0.009038772,0.08958296,0.0053518508,十河,50
0.72490263,-4.0491376,0.02112524,8.303188,-7.484933,2.6478608,-1.8837535,0.47833693,1.4096988,1.6584575,1.6937801,1.1214871,1.8002164,0.8868268,0.6934955,1.9018047,0.082487956,-0.033790253,0.12328864,0.06774849,-0.08995471,-0.034397915,-0.0064146207,-0.19261576,十河,60
-0.26788655,-5.3366284,-0.391282,11.15621,-10.6391945,2.655158,-1.3428292,1.4139596,2.5830185,1.5830815,2.4759781,4.1046867,3.1285932,0.9628252,1.3637147,3.0649505,-0.06715928,-0.19454171,-0.041731965,0.2833103,-0.06498127,-0.060575143,0.027842341,-0.015161953,十河,70
-0.5785527,-6.3465495,-0.721168,13.548844,-12.025677,2.1289656,-0.9676424,1.3791895,2.4861474,1.414874,2.498324,2.9726992,2.960128,0.86055034,1.3014377,3.02919,0.07536765,-0.0651671,0.14673191,0.09523123,-0.32400468,0.036592636,0.13851808,-0.059032787,十河,80
1.2965733,-7.378176,0.22804348,13.256745,-12.383633,2.1883929,-0.8591999,0.12623319,2.9103227,1.6229533,2.195543,2.650572,2.47976,1.067216,1.34444,2.5156267,0.33822137,0.20785508,0.28126106,-0.18051156,0.23076603,-0.13907294,0.086799964,-0.41816306,十河,90
1.9936197,-6.2223315,-0.34934673,13.970198,-11.66851,1.2032295,0.7353051,1.1597681,1.9713242,2.7674057,2.9842017,3.3195915,2.6577425,2.0879552,2.880765,3.4179459,0.04964279,-0.059723854,-0.09879299,0.16442522,-0.0974305,-0.03567096,0.16953018,0.1010831,十河,100
-1.8379663,-0.35677254,-0.3569625,0.7021653,-3.3577008,2.152659,0.4039608,-0.97395897,0.32359374,0.39280456,0.46544984,0.75399655,0.44318068,0.19226725,0.3783836,0.4088195,0.027816772,-0.03244621,0.08480007,-0.08589062,0.056936197,-0.008392542,0.0019333697,-0.08143265,十河1人目リラックスVID20250616115433,0
-2.145814,-0.23193821,-0.726331,0.61092997,-3.0838373,2.149427,0.40924355,-0.5151079,0.71980745,0.5451045,0.8445865,0.5738656,0.43139508,0.21772449,0.3472345,1.0201776,-0.07418684,-0.031160688,-0.11611921,0.09612116,0.047914192,-0.02410873,-0.020073202,0.107898876,十河1人目リラックスVID20250616115433,10
-2.6733081,-0.20365052,-1.8319123,1.3513107,-3.1202621,2.0974505,0.036678225,0.07973914,0.640075,0.49554065,1.1808689,0.7633477,0.5829325,0.18164703,0.58220947,1.0582612,-0.049902163,0.011008623,-0.06338402,0.03306447,-0.03096435,0.013768277,-0.029141877,0.033179488,十河1人目リラックスVID20250616115433,20
-2.7947073,-0.5495765,-1.7197231,1.0864991,-3.737754,2.6183748,-0.602301,-0.2929452,0.41329882,0.5977316,1.3222485,1.080539,0.7940597,0.6430055,0.7563748,1.3877027,0.030965075,-0.06881373,0.08275008,-0.06227354,0.043047104,0.006523199,-0.08747803,-0.11949451,十河1人目リラックスVID20250616115433,30
-3.1276417,-1.5629102,-0.82310814,1.0760889,-4.28893,2.9080808,-1.1657249,-1.3941096,1.0312672,1.1871088,1.2975024,1.2258953,0.73906285,0.5256675,0.52125674,1.1030791,-0.13980941,-0.1463613,0.040932365,0.080557205,-0.14710712,0.066063836,0.009170907,0.035543803,十河1人目リラックスVID20250616115433,40
-4.7289214,-3.252172,-2.1465645,2.9251707,-5.124312,3.386275,-1.6486259,0.13609166,1.8986818,1.7773236,2.4352713,2.520703,1.3862644,0.808178,0.51995033,2.630614,-0.13859998,-0.001564126,-0.18427847,0.20770678,-0.017039662,-0.06623952,-0.04312509,0.09878124,十河1人目リラックスVID20250616115433,50
-5.986828,-2.9960003,-2.9762201,3.9285898,-6.0709987,3.143814,-1.7234131,0.4845499,0.77549744,1.9516782,2.0173297,2.0480292,1.2584592,0.89506936,0.55980164,2.34214,-0.06880993,0.13487129,-0.04129836,-0.15146086,-0.0029117202,0.025260067,-0.0330887,0.0642118,十河1人目リラックスVID20250616115433,60
-5.869842,-1.8094916,-2.649386,2.4687169,-6.0156593,2.989419,-2.812453,-0.7380761,0.5389734,1.0368698,1.7589593,2.5115306,1.1141692,0.5333514,1.1812772,1.7630191,0.009989243,0.13232316,0.06944441,-0.13974918,-0.11665973,-0.0013200712,-0.11704052,-0.21956453,十河1人目リラックスVID20250616115433,70
-7.2078815,-1.3526099,-2.4153194,1.0556316,-5.9685655,3.2240274,-3.5505838,-0.9356334,2.117865,0.68412006,1.4073908,1.16703,0.65537554,0.30665118,0.9794523,1.2461097,-0.17838249,-0.059730932,-0.043503664,-0.088553965,0.055680618,0.04149093,-0.08251851,0.085646704,十河1人目リラックスVID20250616115433,80
-9.369619,-1.3470389,-4.495253,2.4486258,-7.310068,3.1861844,-4.765608,-0.6167178,1.9408089,0.45416847,1.571485,1.464204,1.6949997,0.29697272,1.1558573,1.3443091,-0.2320349,0.0036624407,-0.24659744,0.033151284,-0.12195159,0.017887983,-0.16196299,0.0009805679,十河1人目リラックスVID20250616115433,90
-2.8365915,-1.9005387,-0.20611268,0.80251175,-4.294359,3.411125,-1.0346594,0.47470954,1.2675939,1.6667515,0.5361787,1.244999,2.3098874,1.1344761,0.9892223,0.98278934,-0.13553528,-0.10263593,0.08191866,-0.009746704,0.14145885,-0.02650733,0.12893873,0.09192181,十河1人目嬉しいVID20250616115335,0
-4.3732305,-2.8913379,-0.12756336,2.1628563,-2.8620634,2.0573027,0.17229873,1.2664417,1.8325173,1.0138402,0.52542347,1.5861648,0.9916334,1.2156047,1.6916244,1.1078603,-0.122269765,-0.07720123,0.0070562377,0.13818969,0.015644178,-0.12926435,0.09810483,0.051499605,十河1人目嬉しいVID20250616115335,10
-4.9744244,-2.7075508,0.1581392,2.6493826,-4.659434,2.235943,0.41424018,0.74003685,1.0697616,0.76750714,0.7759371,1.0879837,2.830182,1.6786363,1.3908982,1.8322802,0.0399523,0.08483964,-0.015267982,-0.027859531,-0.29643583,0.14096789,-0.09892052,-0.10658987,十河1人目嬉しいVID20250616115335,20
-4.2722607,-2.792696,0.100800745,1.94327,-5.8517823,3.4615984,-1.3874623,-0.5191523,0.89302397,1.3944867,0.78051597,1.0009587,2.667656,1.8795248,1.9312769,1.3497803,0.0070652007,-0.17274782,0.028439768,-0.049910307,-0.003566475,0.11582399,-0.15838164,-0.1343781,十河1人目嬉しいVID20250616115335,30
-5.653169,-4.047497,-1.3588802,3.2873676,-5.2633686,3.8348742,-1.8351648,0.68110013,2.40398,1.6371859,2.2883124,2.615995,2.9742527,1.4271773,1.4250468,2.859637,-0.23958349,-0.06905556,-0.21364623,0.20013672,0.21626243,-0.10524435,0.08944312,0.26791155,十河1人目嬉しいVID20250616115335,40
-7.1947865,-4.1163554,-2.3798301,4.468634,-4.2524366,2.5591216,-0.9125284,1.4644531,1.7996832,1.472343,1.7788085,2.042151,2.2030914,0.96467406,1.5636108,2.6722548,-0.120534725,0.035963666,-0.012578244,0.08760149,-0.22799553,0.0073046302,0.10754969,-0.068628386,十河1人目嬉しいVID20250616115335,50
-3.0078344,-0.4111215,-1.1567507,2.0686,-3.88808,2.8179793,0.8751772,-0.10473015,0.25935683,0.31570563,0.38496482,0.53745097,0.9013269,0.35120457,0.23580128,0.51517314,0.023192586,0.013469616,-0.017566746,-0.09290464,0.037043855,0.024376025,-0.0006680989,0.028558422,十河1人目悲しいVID20250616115353,0
-2.658846,-0.46464166,-1.0663813,1.4431361,-3.7296197,2.9262466,0.54373723,-0.4918089,0.37921575,0.27538893,0.49016106,0.5213018,0.70060253,0.43324164,0.6106256,0.64965326,0.037117075,0.0062753772,0.017378293,-0.027374057,0.04173768,-0.025559802,-0.059034638,-0.07791141,十河1人目悲しいVID20250616115353,10
-2.4771001,-0.6069497,-1.0471795,1.471242,-3.6594326,2.9242857,-0.20608969,-1.1286347,0.38363078,0.4866565,0.49571872,0.50176865,0.6328505,0.38458025,0.72296745,0.3631261,-0.04464776,0.029187523,-0.009893839,0.0034889246,0.0031856776,0.014633555,-0.031352524,0.009943921,十河1人目悲しいVID20250616115353,20
-3.2577317,-0.7750152,-2.2697985,2.565129,-3.513373,2.8563612,-0.7622092,-0.18570302,1.0654566,0.49747315,1.5267104,1.2817398,0.4373435,0.25150934,0.49051198,1.4715016,-0.1094872,-0.039283965,-0.21877266,0.19366695,0.04826015,-0.039989427,-0.07173448,0.15780385,十河1人目悲しいVID20250616115353,30
-3.9150054,-0.8047756,-3.0264795,3.216706,-3.9035928,2.8988051,-1.066529,0.3106761,0.6116962,0.45265633,1.461957,0.9790758,0.5616507,0.25747252,0.65089184,1.3368205,-0.024957862,0.007920415,-0.007632122,-0.0098735215,-0.09178937,0.040960062,-0.044914674,-0.019382205,十河1人目悲しいVID20250616115353,40
-3.7113647,-1.3249235,-2.511635,2.9184005,-4.501043,3.202472,-1.9095169,-0.65787244,0.62686324,0.61451906,1.8417594,1.060795,0.5769115,0.24178374,0.79686826,1.9286841,0.06417549,-0.09713568,0.11947466,-0.055499773,-0.046761073,0.022978015,-0.12206342,-0.21854264,十河1人目悲しいVID20250616115353,50
-4.178201,-1.5862216,-1.6259863,2.8472953,-5.2068815,3.2906864,-2.2467735,-1.7588959,1.3978574,0.926926,1.1628559,0.928648,0.7077086,0.18493374,0.80739605,1.4348751,-0.16763648,0.07472433,-0.038599085,0.015992828,-0.0216996,-0.018222023,0.02198366,0.11873045,十河1人目悲しいVID20250616115353,60
-5.7294035,-1.2038096,-3.2822976,3.567038,-5.4909205,3.0232606,-2.3969233,-0.29127955,1.780312,1.1688011,2.0486445,0.9564867,0.75686944,0.34567183,0.86020535,2.174656,-0.12704937,0.08311449,-0.24903892,0.06923147,-0.03408654,-0.04513294,-0.027973138,0.1366579,十河1人目悲しいVID20250616115353,70
-6.620183,-0.9158107,-4.4186034,3.3600266,-6.037328,2.6344442,-2.3345869,0.013568983,0.7551572,0.9560407,1.5549905,1.0099175,0.8234782,0.32410276,0.7285023,1.954879,-0.008122816,-0.037115168,-0.027510628,-0.06078778,-0.11086631,-0.021044502,-0.038282882,-0.09208215,十河1人目悲しいVID20250616115353,80
-6.379964,-1.5954205,-4.3752313,2.942447,-7.4279027,2.532072,-3.2105954,-1.7021213,0.6022901,0.8859118,1.4261018,1.0663865,1.2946938,0.20407192,0.560541,1.7813876,-0.022411004,-0.08588664,0.045182575,-0.03775249,-0.14290577,0.003915119,-0.08544462,-0.20083137,十河1人目悲しいVID20250616115353,90
-8.090606,-1.8613157,-4.3675485,2.1309464,-8.102321,2.8979685,-3.7054553,-1.9701177,2.3163254,0.5441626,1.4731908,0.5142949,0.7272951,0.42994037,0.5559652,1.40753,-0.21843098,-0.011512523,-0.095041096,-0.021905983,-0.0402166,0.040466536,-0.07889489,0.070441745,十河1人目悲しいVID20250616115353,100
-2.566814,-0.027245011,-1.2886403,1.9933465,-4.3626523,2.4193392,0.28108934,-0.39119908,0.23596123,0.5109694,0.6863613,0.7078931,0.67372954,0.37829775,0.28282738,0.56861013,0.041053206,-0.14407504,0.08648374,-0.115400255,-0.06786211,0.094551235,-0.03265343,-0.06947264,十河1人目緊張VID20250616115419,0
-2.420354,-0.6243994,-0.69849634,1.5867767,-4.1089,2.4696186,0.048524324,-1.0465002,0.13317688,0.60445565,0.53610265,0.16500358,0.4391689,0.20998739,0.46634164,0.5997217,0.005361376,-0.07084373,0.035893984,0.0008801508,0.0062073134,0.018347511,-0.0503029,-0.070917785,十河1人目緊張VID20250616115419,10
-2.8424485,-0.98610544,-1.0120149,1.9157586,-4.142812,2.6143694,-0.28640807,-0.8717287,0.6777599,0.43361074,1.5095575,0.69717693,0.4326408,0.124636725,0.4577061,1.2589363,-0.08711356,-0.06124361,-0.15982746,0.107276544,0.021919861,0.005597129,-0.05659153,0.12346675,十河1人目緊張VID20250616115419,20
-3.5339632,-1.1382098,-2.5204818,2.8716474,-4.1643643,2.4095144,-0.646928,-0.010170226,0.66507256,0.37865958,1.8017005,1.0200428,0.5757291,0.27711305,0.38791344,1.406007,-0.0426616,-0.0184015,-0.06958741,0.044153083,-0.038690172,-0.014212284,-0.008267796,-0.0047565736,十河1人目緊張VID20250616115419,30
-3.7262866,-1.5933517,-2.8959856,3.1341836,-5.017773,2.4220448,-1.0588431,-0.518403,0.43856913,0.8339091,1.4156,0.8163109,1.0113807,0.31326994,0.6506235,1.985994,0.013447499,-0.07977841,-0.04960573,0.04420806,-0.09814337,0.0134654185,-0.121411115,-0.10277861,十河1人目緊張VID20250616115419,40
-3.7965074,-2.2433898,-2.2702255,3.4657843,-6.177969,2.4457824,-1.7196277,-2.2704666,0.7400856,0.882388,0.97036886,1.004154,0.7425901,0.274207,0.9746844,1.3008579,-0.092548735,0.022394309,-0.0072299577,0.036182653,-0.08218925,0.0153583,-0.018111218,-0.0063485242,十河1人目緊張VID20250616115419,50
-5.066567,-1.7911959,-4.06229,4.3535023,-6.538274,2.476731,-2.6423109,-1.1689333,1.661315,1.4164678,2.5377796,1.4210662,0.825352,0.25036907,0.6589838,2.4032636,-0.16181499,0.0011286378,-0.23196772,0.25488067,-0.12476321,-0.02729588,-0.08022389,0.12032814,十河1人目緊張VID20250616115419,60
-1.6743827,-0.6274616,-1.8879814,1.3488377,-4.904684,1.398342,1.8384572,0.25192893,0.44815767,0.36407554,0.9484318,0.8271689,1.0097382,0.31698388,0.43109572,0.693234,0.08282385,0.004841406,-0.13482033,-0.008466313,0.18990661,-0.09121687,-0.061862156,-0.025291102,十河2人目リラックスVID20250616120023,0
-1.6284072,-0.4403485,-1.6984825,0.9078796,-4.9399614,1.1938204,2.1021235,-0.17201164,0.3507768,0.24825634,0.5778973,0.34829342,0.55270755,0.264214,0.31538326,0.48901272,-0.019819627,-0.01382424,-0.019894475,0.0044396804,-0.05624958,-0.0068113445,0.0067224335,0.0031674195,十河2人目リラックスVID20250616120023,10
-1.8943911,-0.50305676,-2.1772883,1.2754061,-5.380368,0.9670945,2.1116533,-0.09145157,0.4072758,0.23787633,0.87227094,0.46553254,0.62558675,0.19228594,0.30857834,0.55834657,-0.056499362,-0.0063629984,-0.047094326,0.048553184,-0.06513882,-0.0062668873,0.022664877,0.033926077,十河2人目リラックスVID20250616120023,20
-2.2712917,-0.51014036,-2.5101829,1.6155822,-6.388537,1.0092529,2.142102,-0.028595543,0.27827728,0.24730305,0.5719432,0.32103008,1.0615704,0.20156176,0.27582923,0.50805724,-0.003797927,-0.03006894,-0.025453549,0.02184598,-0.06066122,-0.008262333,-0.02131927,-0.020876246,十河2人目リラックスVID20250616120023,30
-2.2008355,-0.99816835,-2.0973105,1.2629066,-6.1581097,0.78993154,2.2651327,-0.63746804,0.6553165,0.5744084,0.643852,0.60942376,1.2189611,0.29845184,0.43221343,0.8564428,-0.06714434,-0.049697127,0.0046871374,0.03004373,-0.049114954,0.002351768,0.039856292,0.044516526,十河2人目リラックスVID20250616120023,40
-2.9157627,-1.5131197,-2.389744,1.8068928,-6.524267,0.7159411,2.5232153,0.06874826,1.1507844,0.54614305,1.0274436,1.1786587,1.1963965,0.28619736,0.5350318,1.4813958,-0.034493793,-0.037657667,-0.11643221,0.033338647,0.10440827,-0.03396863,-0.03529729,0.06835215,十河2人目リラックスVID20250616120023,50
-3.410234,-1.7212328,-3.0696769,2.2308419,-6.5134473,0.64031786,2.280063,0.32751918,0.7126361,0.39176407,1.0412989,0.94441104,1.1633892,0.19337223,0.7836835,1.2957797,-0.0381079,0.02536831,-0.035345003,0.010957484,-0.06778061,0.0037965798,-0.028765336,-0.008779888,十河2人目リラックスVID20250616120023,60
-3.0931342,-2.005601,-3.2783997,2.0452967,-6.502995,0.43704927,1.5666867,-0.8399683,0.65234494,0.5754546,0.82490903,0.8510994,1.1244173,0.39542198,0.5223752,1.6366112,0.035403598,0.014608426,0.0138681745,-0.07668349,0.09812185,-0.058429375,-0.027801728,-0.15962395,十河2人目リラックスVID20250616120023,70
-3.9357367,-1.7601259,-3.7531235,2.4007,-7.5641117,0.30909622,1.7644693,-0.74320954,1.4304804,0.6850091,1.4836262,1.1888167,1.4941448,0.40753123,0.5383313,1.7171758,-0.10191932,0.024644814,-0.1143326,0.08971416,-0.083130315,-0.04274675,0.019482844,0.07430809,十河2人目リラックスVID20250616120023,80
-4.9497795,-2.0571706,-4.6954327,2.8460376,-8.052864,0.15915665,1.5899881,-0.5861967,1.127838,0.85520995,1.5818638,1.1435064,1.6505933,0.5032953,0.6817452,1.9140263,-0.19194748,0.10204977,-0.116082095,0.006678517,-0.27514824,0.116513945,-0.042095933,0.12273189,十河2人目リラックスVID20250616120023,90
-6.057727,-2.2228272,-4.5674453,2.077583,-8.484666,0.52450526,0.86791456,-1.2098758,0.8459981,1.257809,1.5410444,1.7646476,1.2782074,0.64645845,0.87357837,2.0367558,-0.03563999,-0.10767586,0.089630276,-0.0588561,-0.0036221123,0.015166762,-0.120389335,-0.2958633,十河2人目リラックスVID20250616120023,100
-7.7719765,-2.1688027,-3.6202128,1.9838212,-9.1389065,0.5472189,1.0798701,-2.3066657,1.9900793,1.2647814,0.81683356,1.89198,2.066217,0.701662,1.3741235,1.3113357,-0.25648597,0.021905871,-0.04833159,0.12085199,-0.13549267,-0.021807391,0.05438283,0.088828065,十河2人目リラックスVID20250616120023,110
-1.9575,0.3572023,-1.4881103,1.1281438,-3.6632116,2.6640546,1.7074671,-0.0016710091,0.26880866,0.64326584,0.9633689,1.0614636,0.4951793,0.31279793,0.72186244,0.40248215,-0.08030275,-0.18980265,-0.24817199,0.34788266,-0.06498418,-0.085381076,-0.16716549,0.007890172,十河2人目嬉しいVID20250616115944,0
-2.4652898,0.3744534,-1.6549383,1.9167632,-4.285958,2.5192516,1.7787737,0.46029046,0.5071209,0.28428307,0.7222894,0.74432456,1.0382736,0.24342348,0.55747706,0.5140741,-0.044959288,-0.01029994,-0.07891467,0.07100549,-0.047350258,-0.013449736,-0.010651669,0.06660566,十河2人目嬉しいVID20250616115944,10
-2.6754677,0.11799866,-1.976343,2.3090792,-5.076036,2.5107932,1.6615196,0.45183864,0.39268544,0.4185029,0.8947527,0.45727608,1.144797,0.37751403,0.65503794,0.6219041,-0.015271482,-0.07024243,-0.032043666,0.012363367,-0.10203577,0.029652014,-0.029063828,-0.017587531,十河2人目嬉しいVID20250616115944,20
-2.4378028,-0.4490709,-2.2251153,1.9786086,-5.056727,2.4630892,1.326675,-0.2989397,0.39426312,0.6534766,0.78174174,0.5454496,1.0996963,0.55277735,0.52664804,0.99598074,0.030060416,-0.051972374,-0.052707043,-0.013149199,0.026776515,-0.027188571,-0.032572664,-0.08342474,十河2人目嬉しいVID20250616115944,30
-2.82799,-0.7613291,-2.5078154,2.1210337,-5.4829044,2.2110991,1.7791152,-0.04305599,0.77811563,0.4493559,0.7040018,0.684296,0.92274487,0.7004283,0.81582695,1.2410911,-0.05553503,-0.048787832,-0.06827619,0.06292517,-0.056157082,-0.04086436,0.043790925,0.07007437,十河2人目嬉しいVID20250616115944,40
-3.2785494,-0.89768934,-3.124611,2.5216334,-5.6759663,1.7819883,2.1008375,0.21474907,0.76123804,0.44540787,0.78143233,0.69651717,1.1296651,0.4547723,0.59658253,1.2653667,-0.08688776,-0.011089051,-0.08277584,0.008775003,-0.1631749,0.061508395,0.0008755565,0.08894758,十河2人目嬉しいVID20250616115944,50
-3.3384593,-1.5738156,-3.3222442,2.080734,-6.41119,2.1162436,1.616375,-0.23082088,0.6368542,0.67181176,0.56505644,1.0923308,1.2511395,0.77648234,0.8099494,1.4846128,0.07365277,-0.059125923,0.0045020487,-0.07322801,0.04094696,-0.024104351,-0.077311374,-0.18071033,十河2人目嬉しいVID20250616115944,60
-3.7281,-1.5489479,-3.8367374,1.9402046,-6.9091053,1.8389909,1.6230476,-0.29780707,1.1041844,0.6487712,1.2716492,1.0224801,1.2019712,1.0840734,0.80070627,1.6606395,-0.08224142,-0.0027813602,-0.068171196,0.015749605,-0.04855854,-0.059756946,0.056029633,0.09531894,十河2人目嬉しいVID20250616115944,70
-4.4356723,-1.5321406,-4.2113495,1.939626,-6.888507,0.75119233,2.1811204,-0.29167244,1.1815321,0.5639738,1.5883746,1.2140727,1.5331893,0.8822898,0.7479236,1.9617708,-0.1347024,0.07988929,0.008836034,-0.06592496,-0.17839089,-0.037117537,0.055376682,-0.0012472343,十河2人目嬉しいVID20250616115944,80
-5.5275307,-2.8666928,-4.531364,1.4234253,-8.792153,0.87217516,1.6952113,-0.59794927,0.62190336,1.9343808,1.4537897,1.3277411,2.8091788,1.2865493,1.206175,1.9771475,-0.025412474,-0.17038065,0.012290068,-0.12001833,-0.048778534,-0.04704901,-0.099026136,-0.22278583,十河2人目嬉しいVID20250616115944,90
-7.12614,-4.009354,-4.6867547,1.8309076,-11.165296,-0.07461026,2.1546414,-1.67027,1.869165,1.4960634,1.6798997,2.0792115,2.1889565,2.364402,2.0474954,1.2084578,-0.19611067,-0.07777844,-0.15583542,0.13014314,-0.2528094,-0.16658741,0.09802983,0.045734983,十河2人目嬉しいVID20250616115944,100
-2.684578,0.58371,0.6001602,0.5049755,-5.303957,2.7517157,2.5378532,2.6311712,1.0788764,1.2228175,2.4611616,1.7504807,2.29578,1.2778774,1.9940238,2.42696,0.06338402,-0.18484135,-0.25270063,0.12370733,0.07744864,-0.0288833,-0.18584892,-0.13946286,十河2人目悲しいVID20250616115957,0
-1.5932705,-0.15671827,-1.1623089,1.1453176,-3.439571,1.7687513,0.9617549,0.42456925,0.39913872,0.17772552,0.40853786,0.70248365,0.6444706,0.18724205,0.1259843,0.6981021,0.031756245,-0.011212234,0.0431275,-0.08973794,0.09474222,-0.030629467,0.020483833,-0.11435004,十河2人目悲しいVID20250616115957,10
-1.6875167,-0.22802667,-1.2071085,0.9895621,-3.5613875,1.6290851,1.2582983,0.34253776,0.49830115,0.30799687,0.4789422,0.55448467,0.5158665,0.27141634,0.38671285,0.6367445,-0.022131633,-0.015924502,-0.05218566,-0.0113746105,0.043452643,-0.025961535,0.025508262,0.046827566,十河2人目悲しいVID20250616115957,20
-1.8881521,-0.40432575,-1.6245356,1.1856695,-3.495685,1.3502661,1.4002807,0.38224912,0.49274355,0.26964602,0.5873395,0.5342378,0.44843644,0.20985022,0.31913906,0.80912846,-0.03674967,0.007568444,-0.04283379,0.019527128,-0.06866423,0.003946996,-0.00014335394,0.011183867,十河2人目悲しいVID20250616115957,30
