mean_latent_0,mean_latent_1,mean_latent_2,mean_latent_3,mean_latent_4,mean_latent_5,mean_latent_6,mean_latent_7,std_latent_0,std_latent_1,std_latent_2,std_latent_3,std_latent_4,std_latent_5,std_latent_6,std_latent_7,grad_latent_0,grad_latent_1,grad_latent_2,grad_latent_3,grad_latent_4,grad_latent_5,grad_latent_6,grad_latent_7,video_id,start_frame
-1.8394221,-0.86454743,-1.5494136,1.0269253,-3.982495,1.5128317,1.0712965,-0.22792311,0.43336207,0.5609969,0.70970464,0.63751656,0.78095275,0.4846252,0.4919912,1.2373549,0.033620283,-0.03202714,0.0011504841,-0.031951055,0.015567427,0.00041499615,-0.054957066,-0.087768584,十河2人目悲しいVID20250616115957,40
-2.1616762,-1.0242593,-1.3840442,1.331326,-4.8364277,1.581271,1.0641636,-0.53065103,1.1567731,0.5697479,0.56249094,1.1573164,1.3466637,0.45746937,0.72431,1.2095103,-0.1552922,-0.035247337,-0.0046922443,0.08541997,-0.17864601,0.042633522,0.062558435,0.15916504,十河2人目悲しいVID20250616115957,50
-2.8824308,-1.3572644,-1.766241,2.1727543,-4.9805408,1.3002982,1.156397,-0.07006501,1.2214754,0.44271472,0.79649377,1.1240658,1.2948551,0.41627583,0.95483905,1.3570838,-0.063777424,0.01570591,-0.10866672,0.1484532,-0.030152807,-0.050247755,-0.034667403,0.0019391609,十河2人目悲しいVID20250616115957,60
-3.409271,-1.7123256,-1.8949594,2.2650042,-5.827115,1.7753396,0.69025886,-0.13181093,0.6901501,0.509403,0.68119955,1.0099813,1.2406825,0.8987907,1.343017,1.3478835,0.004764738,-0.10166274,0.005071993,-0.078533985,0.0052712057,0.0637935,-0.119766004,-0.081520654,十河2人目悲しいVID20250616115957,70
-3.231537,-2.0134382,-2.036828,1.6552814,-5.556697,1.9495721,-0.16564953,-1.1860797,0.57552403,0.76849383,0.6470962,0.7337941,0.99273306,0.8239806,0.71477693,0.9460082,-0.058901384,0.0293504,-0.0787184,-0.018269166,-0.006808281,0.0064175595,-0.01744145,0.035511527,十河2人目悲しいVID20250616115957,80
-4.416994,-1.9817472,-2.613968,2.0084755,-5.9556403,1.6041307,0.40408024,-0.24585773,1.290706,0.8558576,1.11782,0.8799668,0.741569,0.9106814,1.1070757,1.5909997,-0.11439312,0.027481455,-0.10813156,0.07907412,0.022978067,-0.10732928,0.037858445,0.031792566,十河2人目悲しいVID20250616115957,90
-5.510312,-1.7692461,-3.2790563,1.8055031,-6.5137997,1.2581826,0.434736,-0.18780811,0.741586,0.74493766,1.1257805,1.6418967,1.1409211,0.7392237,1.0982082,1.5070701,-0.119230516,-0.042079438,-0.08462081,-0.10027051,-0.15344661,0.063662626,-0.07867416,0.028428178,十河2人目悲しいVID20250616115957,100
-2.2254694,-0.1250926,-0.7567897,1.1431957,-5.157042,2.6893377,2.3513374,-0.08772693,0.77256036,0.715708,1.4591553,1.3240008,1.626347,0.6834034,0.8155065,0.60442615,0.09316792,-0.06483428,-0.12118821,-0.08729587,0.16408455,0.035037994,-0.05853389,0.09094542,十河2人目緊張VID20250616120010,0
-2.2503622,-0.1752055,-1.976416,1.5773357,-4.352232,2.1612284,1.9489249,0.15568095,0.5638442,0.35039422,0.943871,0.809703,0.6807977,0.24064447,0.43472812,0.6236703,-0.117284864,-0.04007134,-0.20943995,0.14317164,-0.03491953,-0.026080538,-0.097295925,0.025302535,十河2人目緊張VID20250616120010,10
-2.5196018,-0.3563856,-2.324413,1.762671,-4.4062624,2.0875614,1.739995,0.036233425,0.3125952,0.2618625,0.8098258,0.65362394,0.6782911,0.24892275,0.48685062,0.76224214,-0.03908863,-0.025950093,0.01126188,0.0105268415,-0.09793278,0.025266085,-0.0146476505,0.0022311234,十河2人目緊張VID20250616120010,20
-2.357904,-0.7785553,-2.282958,1.4686068,-4.4814262,2.211933,1.1863196,-0.6221674,0.4923386,0.41696057,0.85872716,0.7774379,0.5883709,0.2878148,0.43357936,1.139028,-0.00046674252,-0.0501985,-0.0039375974,-0.044103492,0.04195121,0.009334531,-0.024351843,-0.05231355,十河2人目緊張VID20250616120010,30
-2.835934,-1.203678,-2.1681228,1.4687227,-4.5630403,2.0554998,1.430276,-0.6132999,0.9420479,0.4796118,0.5904758,0.9591925,0.8041369,0.4939833,0.5862386,1.0205392,-0.06794946,-0.031444374,-0.073956996,0.06593885,-0.02507414,-0.034766328,0.008445625,0.06529253,十河2人目緊張VID20250616120010,40
-3.3614872,-1.493086,-2.9670224,1.9992981,-4.764464,1.7552937,1.3630866,-0.29936627,0.75888884,0.18704882,0.77730745,0.87680113,0.9998674,0.3941549,0.6132837,0.9689482,-0.099016294,-0.0044035125,-0.10945784,0.06784762,-0.16400568,0.025686674,-0.013324647,0.10035664,十河2人目緊張VID20250616120010,50
-3.5624485,-1.772633,-3.2186286,1.9595414,-5.986031,1.8319508,0.8690924,-0.6852636,0.46353716,0.41558015,0.5941858,0.9474009,1.2036281,0.62212765,0.7669474,1.1125512,-0.009089513,-0.013539799,-0.015771514,-0.030286212,-0.11803298,0.007827601,-0.051369973,-0.08833385,十河2人目緊張VID20250616120010,60
-4.3367696,-1.5384904,-4.068433,1.67553,-6.7479796,1.7270751,0.8033404,-0.41839588,1.3810219,0.6264684,1.6397423,0.9600584,0.96826655,0.79536784,0.60176045,1.6308078,-0.112063274,0.0553572,-0.15433554,0.023804301,-0.04765173,-0.069647,0.013538766,0.097961865,十河2人目緊張VID20250616120010,70
-5.287356,-1.9924504,-5.5722246,2.3196611,-7.297411,0.95560884,0.7816039,-0.41889066,1.3023932,1.0786059,1.9732758,1.2395656,1.6313463,0.6978951,0.5989767,2.0141382,-0.08138405,-0.02422977,0.0010034085,0.029952955,-0.20882706,-0.047332864,0.03475872,-0.13383172,十河2人目緊張VID20250616120010,80
-6.0203023,-3.3850205,-6.0812335,2.5085108,-9.191169,0.5961233,0.42796725,-1.7838145,0.3861322,1.8005846,1.4052277,1.3329383,2.0781825,0.7361298,0.6616901,2.9599502,0.01762558,-0.25501722,0.00201993,0.09707392,-0.187498,-0.09758391,-0.07493505,-0.34383842,十河2人目緊張VID20250616120010,90
-1.6685927,0.3111422,-1.5802689,0.8090751,-3.6541843,1.3707677,1.9944658,0.49035698,0.37476793,0.6157059,0.74795556,0.7142241,0.9037732,0.18105654,0.34329328,0.7152461,0.06735956,0.13741773,-0.04271799,-0.00067862513,-0.12655587,-0.030821826,-0.07201044,-0.060168967,十河3人目リラックスVID20250616120127,0
-1.4941257,0.10252578,-1.4550025,0.6550277,-4.0029387,1.2905507,1.8131936,0.16598572,0.43209994,0.3638078,0.7550573,0.77412605,0.45849508,0.19280891,0.14332338,0.90226036,0.03011158,-0.0017183102,0.06670119,-0.08798324,0.056730974,-0.011820433,0.01925316,-0.08580961,十河3人目リラックスVID20250616120127,10
-1.7000002,-0.032146595,-1.5173,0.7859646,-4.16547,1.0601585,1.9155465,0.1315365,0.70375764,0.4613571,0.9353435,0.9570199,0.8332262,0.19785535,0.29301542,0.911928,-0.0024930679,-0.054950606,-0.06558254,0.037317485,0.027250323,-0.034208667,-0.032361414,0.011400781,十河3人目リラックスVID20250616120127,20
-1.9040649,-0.1159164,-1.895443,0.7796077,-4.060596,0.98239,1.8495744,0.21213299,0.6289372,0.41955823,0.86074513,0.96889293,0.8681467,0.20416364,0.34364507,0.8979859,-0.021162234,0.029548498,-0.03005271,0.034355674,0.0056692646,-0.03855943,0.0024299575,0.0043091346,十河3人目リラックスVID20250616120127,30
-1.6701841,-0.4494854,-1.8858899,0.5873806,-3.5597084,0.8118946,1.4453372,-0.30963817,0.6086752,0.490413,0.75954103,0.7876696,0.8206134,0.2547842,0.408806,1.1236498,0.035749074,-0.01469373,0.065262094,-0.079890594,0.09552273,-0.008543248,-0.016636193,-0.103640154,十河3人目リラックスVID20250616120127,40
-1.997636,-0.53734034,-2.1536682,0.8635137,-3.605177,0.77880174,1.1803508,-0.21598491,0.8978211,0.47194356,1.1747875,1.0232608,0.8010869,0.2503375,0.4824102,1.1725762,-0.008552695,-0.061159987,-0.099158384,0.06491417,0.020732941,-0.011392648,-0.079117455,0.02087125,十河3人目リラックスVID20250616120127,50
-2.5314343,-0.8780035,-2.7769272,1.0811434,-4.410672,1.2464006,0.75477487,0.11966637,0.644725,0.7454501,0.9843791,0.8973464,1.597973,0.91999507,0.6602502,0.96145135,-0.07583595,-0.012396875,-0.087804765,0.025748832,-0.15043293,0.06669413,-0.047822677,0.083298385,十河3人目リラックスVID20250616120127,60
-2.6649642,-1.3735492,-3.0276759,0.92163193,-4.836825,1.4203879,0.10714187,-0.32179543,0.53008467,0.93386894,0.6335359,0.7240598,1.4608233,0.96621096,0.72514755,1.067885,-0.026951915,-0.013453129,0.04294866,-0.055451892,-0.017236333,0.007859422,0.010647988,-0.0971786,十河3人目リラックスVID20250616120127,70
-3.7460523,-1.4720242,-4.4964204,1.8367643,-5.62525,1.2650177,-0.19436741,0.32889274,1.4830041,0.9971452,2.4842894,1.6398815,1.2210407,1.0519912,0.8730674,1.7697717,-0.07460469,-0.035076186,-0.21621887,0.09724405,0.010009642,-0.06859467,-0.085758954,0.037147246,十河3人目リラックスVID20250616120127,80
-4.754295,-1.5000757,-5.231051,1.8209609,-5.8693504,0.89877015,-0.24907446,0.07583643,0.9331081,1.1592563,2.3828628,1.8965892,1.2420999,0.6125172,0.87120086,2.0947392,-0.11660297,0.058708686,0.023895811,-0.08206959,-0.099010944,-0.010622646,0.012375656,-0.051815066,十河3人目リラックスVID20250616120127,90
-5.395918,-1.9384018,-5.010533,1.0098206,-6.615674,0.9274358,-1.1342568,-1.3069683,0.84932405,0.8365377,2.227095,1.9297541,0.79468834,0.581379,0.557174,2.1786475,-0.11698081,0.005794172,0.080870435,-0.16847461,0.0086817555,0.014315048,-0.03007996,-0.1399523,十河3人目リラックスVID20250616120127,100
-6.9066176,-2.3200507,-5.0987167,0.74701005,-6.8790965,0.5436261,-1.7219776,-2.2174554,1.8897227,0.84350693,2.264383,1.5403965,0.767994,0.9182592,0.95570064,0.99839276,-0.21292087,0.0002145195,-0.22612333,0.049784765,0.01389781,-0.090395644,-0.16455244,-0.011060939,十河3人目リラックスVID20250616120127,110
-10.060147,-3.5321078,-8.172642,1.6111171,-8.431192,1.4056137,-3.7149975,-1.8250767,2.5259295,1.9986464,2.3179615,1.1074178,3.1247132,2.2195106,2.2543705,0.7770789,-0.39021155,-0.16336985,-0.29672894,0.07599647,-0.30119205,0.16262014,-0.22671354,0.02662342,十河3人目リラックスVID20250616120127,120
-1.3578022,0.2335332,-0.3567022,0.06711898,-3.6434119,1.0555248,1.6556958,0.62688905,0.21873017,0.27960816,0.2658396,0.12235804,0.55069655,0.25924876,0.21886061,0.39240766,0.01969071,-0.037668057,-0.071217574,0.015973795,-0.017891955,0.007936466,-0.043759312,0.05807551,十河3人目嬉しいVID20250616120042,0
-1.6239399,0.52211016,-0.7078021,0.34719026,-3.9625459,0.8845169,1.8231404,1.128669,0.4060995,0.40866956,0.36093062,0.35882536,0.36661762,0.40436193,0.34619522,0.50470936,-0.0054877996,0.03486772,-0.030598188,0.028112466,0.016771441,-0.05880444,0.020028202,0.005035124,十河3人目嬉しいVID20250616120042,10
-1.7440097,0.33448982,-0.9389904,0.52032167,-4.3235598,0.67091787,2.0023143,1.1468313,0.37446558,0.5910335,0.3467162,0.31251186,0.9722471,0.44807675,0.33155844,0.5226497,-0.046627935,-0.03206717,-0.0011721515,0.0067049144,-0.20702773,0.0611785,0.024729151,0.017375782,十河3人目嬉しいVID20250616120042,20
-1.6772058,-0.21836995,-0.9442286,0.36318436,-5.499858,0.9598015,1.92401,0.74107873,0.38485682,0.80686706,0.39215878,0.436202,1.6185259,0.87022734,0.3641892,0.8330563,0.06943966,-0.047412347,0.043837756,-0.022608649,-0.0048494055,-0.052540436,-0.021739243,-0.16391374,十河3人目嬉しいVID20250616120042,30
-1.871527,-0.8942966,-0.7936284,0.21383202,-5.795244,0.882804,2.2615309,0.5488488,0.69847876,0.6160207,0.40918693,0.4644835,1.4394666,0.93152636,0.74033827,0.99368024,-0.080430135,-0.06316886,-0.030503059,0.02200594,-0.048425827,0.00096153916,0.061779212,0.091687486,十河3人目嬉しいVID20250616120042,40
-2.129619,-1.2231069,-1.3265392,0.45450664,-5.2165217,0.1909551,2.593813,0.77765405,0.7724704,0.6509396,0.81028515,0.6165679,0.9734273,0.53704923,0.61728334,1.2338995,-0.0297047,-0.017693086,-0.0020436095,-0.0013727224,-0.043754425,-0.020051485,0.043172847,-0.008225708,十河3人目嬉しいVID20250616120042,50
-2.1493728,-1.9793077,-1.575446,0.2927386,-6.7272325,0.8600766,2.266411,0.57110125,0.7640725,0.68570644,0.6501707,0.7993597,2.0687017,1.1091306,0.90706927,1.3940237,0.08733873,-0.07281053,-0.024873106,-0.07236924,0.057296153,-0.008684283,-0.09439287,-0.12727724,十河3人目嬉しいVID20250616120042,60
-2.0701642,-2.247601,-1.7565377,0.18198006,-7.0739264,0.8000344,1.9581982,-0.081902094,1.0002632,0.76615524,0.8531262,1.0016483,1.9384047,1.1470697,0.76744884,1.2225711,-0.06515691,-0.077418596,-0.08893804,0.03984788,-0.017749205,0.007854486,0.0047975467,0.08528758,十河3人目嬉しいVID20250616120042,70
-2.74479,-2.4902472,-3.1543763,1.0148966,-6.7852855,0.11889567,2.0300012,0.66857994,1.274211,0.7335364,1.7348149,1.4290705,1.3449533,0.8742803,0.68694454,1.8247603,-0.07704494,0.07721874,-0.08190617,0.071535185,0.015387278,-0.11218981,0.061072774,0.026559906,十河3人目嬉しいVID20250616120042,80
-3.3555038,-2.5681846,-3.876513,1.2187656,-8.801771,0.5323919,2.0151856,0.82171524,0.628124,0.8282256,1.144387,1.2236845,2.2775607,1.1674955,0.69519216,1.6896287,0.0053858804,-0.048685398,-0.079205774,0.015738778,-0.10033512,-0.01444438,-0.07359865,-0.0933078,十河3人目嬉しいVID20250616120042,90
-3.8252876,-2.5260355,-4.159154,0.94703054,-9.438403,0.36884248,2.165312,0.09498295,1.4677335,0.74225956,1.1328664,1.0965221,2.0131207,1.2708727,1.1010512,1.5538222,-0.11370908,-0.06282612,-0.07162026,0.0072429464,0.0055725668,-0.01945889,0.06319995,0.055172652,十河3人目嬉しいVID20250616120042,100
-5.2595396,-3.395605,-6.275098,2.1543334,-9.495341,-0.09561619,2.2397187,0.9874605,1.7718134,0.8287411,2.4591932,1.8316486,1.5903735,0.98559326,1.1124398,2.4241664,-0.07373405,-0.04609265,-0.12543653,0.08593828,0.05850628,-0.10854776,0.010676121,-0.10819149,十河3人目嬉しいVID20250616120042,110
-6.0362706,-5.787569,-6.6347194,2.4502034,-12.100663,0.8401622,1.7547967,-0.29061735,0.8978221,2.7808664,2.323243,1.7060503,3.3957632,1.9537168,1.5693681,3.693537,0.007541361,-0.22820778,-0.21282147,0.23182201,-0.27795064,-0.031474646,-0.20627789,-0.237807,十河3人目嬉しいVID20250616120042,120
-7.0052724,-8.261053,-6.8095107,3.3955426,-15.44169,0.819013,1.4703575,-3.0040646,2.3270051,2.8135488,2.0212362,2.7508702,4.1739078,2.0360377,1.8303422,1.8906443,-0.26448303,-0.4325151,0.09183189,0.18701732,-0.7305998,0.105327494,0.117417775,-0.17439257,十河3人目嬉しいVID20250616120042,130
-1.4344069,-0.9623157,-0.21528669,0.50051767,-3.6620822,1.1019808,-0.022804106,-0.22254017,0.4467944,0.36583376,0.41691563,0.46309692,1.8608456,1.1945363,0.51412433,0.81258416,0.010532408,-0.009215119,0.037443552,-0.057883367,-0.034577996,0.05347836,-0.020748958,-0.031949624,十河3人目悲しいVID20250616120100,0
-2.0152273,-1.0011891,-0.4542377,1.0694698,-3.8677762,1.0065572,-0.047332097,0.21502984,0.8599544,0.31645763,0.77843356,0.913288,1.6142777,1.1239703,0.5898998,1.1715243,-0.004656253,0.0017657113,-0.047499146,0.10455479,0.09785707,-0.118731596,-0.04109067,-0.038830277,十河3人目悲しいVID20250616120100,10
-2.371313,-0.98520774,-0.79282516,1.384617,-3.808555,0.8324708,-0.20455533,0.31704876,0.6368063,0.6461278,0.7339002,0.78931856,1.8525896,1.1780598,0.79538137,1.0066928,-0.051051155,-0.06690617,-0.031041974,-0.012125242,-0.17316982,0.123914726,-0.037640132,0.03883718,十河3人目悲しいVID20250616120100,20
-2.4477384,-1.5459827,-0.8336179,1.4717602,-4.7773714,1.3001871,-1.0243236,-0.34509915,0.46187255,0.92328066,0.6803897,0.8947388,1.9537705,1.2987639,0.78439415,1.1886233,-0.03681301,-0.010813747,0.0100109335,0.044704676,-0.08612814,0.00432665,-0.04224431,-0.09703335,十河3人目悲しいVID20250616120100,30
-3.4565322,-1.964689,-1.8247061,2.6483762,-5.5966268,1.3646035,-1.4587446,0.21029079,1.4221113,0.7160661,2.067586,1.9391977,1.4804105,1.2438173,0.8488936,1.8310666,-0.082241386,-0.10940643,-0.21525729,0.2086296,-0.105892204,-0.011123533,-0.14072554,0.049871303,十河3人目悲しいVID20250616120100,40
-4.25563,-2.260296,-2.6836343,3.1385343,-6.028207,1.3566124,-1.8830549,0.4838224,0.9369998,1.0044605,1.8557812,1.6502931,2.0063627,1.3882246,1.0473226,1.7350005,-0.06234543,-0.15954986,-0.03456621,0.054685675,-0.3012537,0.14415464,-0.06927321,-0.047579214,十河3人目悲しいVID20250616120100,50
-4.597412,-2.6330073,-2.4467144,2.447986,-7.115997,1.8410612,-2.6949823,-0.5827148,0.80020535,1.271032,1.9117208,1.7574966,2.4619155,1.5767726,0.5942111,2.0714927,-0.07419504,0.11353373,0.095895976,-0.16771351,-0.019452725,-0.018052632,-0.005778208,-0.1212417,十河3人目悲しいVID20250616120100,60
-6.02975,-1.9147414,-2.149222,1.2719704,-6.959762,1.5383239,-2.5878456,-0.63066876,1.910806,1.7158004,1.493119,0.66144705,2.619053,1.7644618,0.6739184,1.9063193,-0.13915566,-0.028073262,-0.13757816,0.078283176,-0.009546423,-0.11527395,-0.09492865,-0.014419803,十河3人目悲しいVID20250616120100,70
-7.8816466,-1.8197479,-4.1473074,2.187844,-7.4166594,0.7841536,-3.3087237,-0.18912892,1.2497627,1.6023394,1.8198919,1.4861544,3.2176864,1.1462605,1.390335,1.4823257,-0.19974166,-0.14088921,-0.3147131,0.16658413,-0.26533258,0.100198135,-0.15831685,0.07369655,十河3人目悲しいVID20250616120100,80
-1.6269307,0.7615947,-0.53833044,0.6257565,-3.9539747,2.1849346,2.390962,0.4160926,0.1710951,0.16862242,0.2543887,0.21131822,0.5611522,0.11692872,0.23671354,0.14367068,0.04545077,-0.029344143,-0.05863494,0.009867164,-0.028499383,0.014962921,-0.06644445,0.0011157966,十河3人目緊張VID20250616120112,0
-1.5246863,0.6611123,-0.7306423,0.67388594,-4.186529,2.1951323,2.2157784,0.34897363,0.2037636,0.24136661,0.21883431,0.20119181,0.5959306,0.13556984,0.17107388,0.17895408,0.005166769,-0.023318505,-0.008990908,-0.021518169,0.02727901,-0.0031802654,-0.00055667403,-0.00491616,十河3人目緊張VID20250616120112,10
-1.7044454,0.4176422,-1.0461223,0.7204938,-4.015824,2.1687102,2.3035784,0.7025168,0.39694744,0.31492954,0.5054641,0.36337668,0.6876503,0.16238068,0.24097006,0.6199491,-0.002971406,-0.03233402,-0.07104404,-0.001755048,0.091467276,-0.019018862,-0.010888677,0.05526715,十河3人目緊張VID20250616120112,20
-1.7969906,0.33874553,-1.360652,0.6964656,-3.7637036,2.0856435,2.2789788,0.87864083,0.39824447,0.31045604,0.4733294,0.42278624,0.5471665,0.23524743,0.27280232,0.59517044,-0.033412375,0.033571206,0.016616777,-0.0027375328,-0.04275609,0.0010366726,0.02548712,0.017372752,十河3人目緊張VID20250616120112,30
-1.7040161,0.4140012,-1.2058092,0.63554466,-3.8424299,2.016458,2.0295224,0.59743834,0.46203285,0.33216974,0.5772378,0.43611333,0.6541258,0.30452794,0.44536534,0.7998974,0.030576563,0.006659591,0.038493212,-0.015034549,-0.0007364082,-0.010562131,-0.04403836,-0.07051503,十河3人目緊張VID20250616120112,40
-1.7791508,0.32496333,-1.0341221,0.78355825,-3.7970421,1.945562,1.7877495,0.46702737,0.5469476,0.4199447,0.56490445,0.7288746,0.69491786,0.33599207,0.38475168,0.75340706,-0.017677313,-0.05963387,-0.046246003,0.07201758,0.013402548,-0.014896233,-0.053094536,0.023338795,十河3人目緊張VID20250616120112,50
-1.8588817,0.10523039,-1.274136,1.1018909,-3.3821597,1.7354393,1.4410949,0.42355308,0.5352165,0.23482257,0.6810613,0.72444034,0.3616445,0.17122027,0.2726229,0.7952285,-0.023605686,-0.011228862,0.014166036,-0.0055092596,-0.015850605,0.018687248,-0.011564884,-0.0026892447,十河3人目緊張VID20250616120112,60
-1.7802536,0.033187702,-1.0770731,0.86090636,-3.1235032,1.7977283,1.1147252,0.0084969755,0.4973289,0.18821079,0.8547604,0.8598287,0.58080393,0.23445056,0.3873564,1.0721581,0.03088736,0.015815984,0.022923775,-0.052127052,0.08958485,-0.017367225,-0.039589,-0.08575142,十河3人目緊張VID20250616120112,70
-2.0225089,-0.007394016,-0.985327,0.9004909,-3.0111883,1.7685323,1.0578203,-0.109314054,0.81454694,0.4620761,0.85431165,1.0703548,0.6946433,0.25982568,0.35472497,1.0316544,-0.042961165,-0.028869526,-0.047671773,0.030985594,0.0037950182,0.0034878755,-0.018696906,0.052667756,十河3人目緊張VID20250616120112,80
-2.4926472,0.14673403,-1.4420608,1.2288725,-2.9304984,1.6005324,1.0355562,0.2084119,0.77025354,0.67455345,0.88171905,1.0708879,0.7511957,0.31881183,0.44740504,0.966676,-0.054067,-0.04378191,-0.015053026,0.0061548376,-0.09225024,0.05380848,-0.0041476013,0.029503794,十河3人目緊張VID20250616120112,90
-2.623244,-0.20153648,-1.4310756,1.029992,-3.0877616,1.7986572,0.6587561,-0.051299434,0.49355176,0.7501109,0.8649388,1.1080183,0.64933705,0.44024977,0.7138737,1.0841485,-0.00022354603,0.013005991,0.0102957245,-0.045505706,0.06355905,-0.014083052,-0.03237611,-0.0653572,十河3人目緊張VID20250616120112,100
-3.1768742,-0.595434,-1.7472496,1.3799651,-3.2639008,1.9112402,0.43540972,0.073175475,1.0935726,0.9570635,1.5298321,1.6429533,0.7099234,0.373342,0.7779795,1.3393584,-0.06906666,-0.14252114,-0.12374452,0.10956712,-0.094237134,0.046471443,-0.08351234,0.08289173,十河3人目緊張VID20250616120112,110
-3.7512276,-1.1839299,-2.700413,2.1677082,-3.895583,2.053154,-0.16663556,0.24477208,0.9829164,0.53482413,1.4867456,1.4862511,0.9827267,0.46196225,0.6365464,1.372887,-0.04850601,-0.021894708,-0.076536745,0.025299944,-0.12917012,0.052187443,-0.061270524,0.0006149674,十河3人目緊張VID20250616120112,120
-4.067513,-1.7522898,-2.9151134,2.1887424,-4.7293053,2.2572606,-0.8892566,-0.47739163,0.57971483,0.610836,1.2891675,1.495436,0.58497036,0.4559922,0.6965349,1.8208078,-0.012537603,-0.012393415,0.01115417,-0.034172554,-0.023510603,-0.004073467,-0.07292283,-0.13749595,十河3人目緊張VID20250616120112,130
-5.091823,-1.4890676,-2.7694788,1.8679359,-5.135661,2.070945,-0.7750287,-0.47932765,1.721086,0.8208832,1.1204141,1.1568881,0.42081937,0.64611894,0.7806629,1.9013081,-0.11283906,0.034569617,-0.11203262,0.018840142,-0.056668855,-0.021396512,-0.052001983,0.07273774,十河3人目緊張VID20250616120112,140
-1.7125207,-0.099809684,-1.5634631,0.787402,-4.2357883,1.2390398,2.5242796,0.8246834,0.54141665,0.5472531,1.0754285,1.0632643,1.27575,0.40499634,0.5624066,0.6248554,0.03927596,0.10794889,-0.123841375,0.1051999,0.07246506,-0.12580651,-0.083274394,-0.14107746,十河4人目リラックスVID20250616120356,0
-1.2643008,0.07201657,-1.8728633,0.36373463,-3.464098,1.2148777,2.164835,0.586994,0.43613663,0.39053664,0.7678377,0.94705933,0.92334044,0.19342119,0.4093595,0.57889825,-0.026197793,0.061477356,-0.02078628,-0.034444485,0.026698723,0.007644689,0.010989814,0.034127034,十河4人目リラックスVID20250616120356,10
-1.3423654,0.37007165,-1.452745,-0.12718216,-3.2483215,1.2318345,2.3802354,0.4831142,0.4386611,0.50005656,0.27306956,0.3803832,0.7732955,0.1923366,0.41828182,0.3844711,-0.013887864,0.0005714536,-0.0040809824,0.024041815,-0.02086235,-0.010686965,-0.0050824406,-0.0040096366,十河4人目リラックスVID20250616120356,20
-1.6237445,0.38200524,-1.7557629,0.15676847,-3.9605894,1.4054686,2.1952746,0.6336972,0.45054004,0.4314487,0.5985983,0.68478817,0.9477661,0.29166463,0.4092011,0.48688874,-0.05116548,0.00725982,0.021071171,-0.00086634816,-0.083397806,0.02353996,0.029425507,0.026539784,十河4人目リラックスVID20250616120356,30
-1.5280755,-0.018945046,-1.669245,0.21774662,-4.344989,1.456894,1.9500799,0.32049927,0.4425489,0.46098924,0.6489408,0.6464495,0.7633362,0.34135425,0.3825507,0.70979357,0.04418788,-0.088660136,0.011377223,0.00038167476,0.0027200412,0.0032230234,-0.056375287,-0.07571912,十河4人目リラックスVID20250616120356,40
-1.5951338,-0.63196105,-1.4126152,-0.0010170602,-3.7836325,1.3858958,2.0155513,0.19095984,0.55117595,0.74109423,0.23972291,0.34319857,0.97538126,0.3907121,0.3638451,0.66200083,-0.026270285,-0.073397115,0.02881041,0.003538887,0.049412623,-0.018607695,0.018245144,0.0088217165,十河4人目リラックスVID20250616120356,50
-1.7199979,-0.95214456,-1.9032375,0.5148447,-3.5411673,1.1445884,1.7167708,0.20099588,0.5560245,0.5559975,0.7542608,0.7132692,0.77410764,0.21856827,0.58261555,0.6488913,-0.053229753,0.024684781,-0.020734726,0.0024572152,-0.052690558,0.026699925,0.001409831,0.033300314,十河4人目リラックスVID20250616120356,60
-1.8826963,-0.8129831,-2.0088122,0.46276355,-3.8834546,1.3590459,1.4385321,0.16536318,0.37668708,0.73652416,0.69729453,0.77606124,0.9629138,0.39718947,0.64087796,0.61456007,0.057197202,-0.015164783,0.019012632,-0.039060563,0.023469448,0.00403775,-0.08179575,-0.101074316,十河4人目リラックスVID20250616120356,70
-1.9897951,-0.9385643,-1.7089393,0.2985971,-3.6953437,1.4288514,1.2844967,-0.16104555,0.70344484,0.8206418,0.6827311,0.6882431,0.95837325,0.3437449,0.59197843,0.7073505,-0.045950565,-0.04802452,0.075078934,-0.012314587,0.068680555,-0.016197057,0.041631278,-0.0010081017,十河4人目リラックスVID20250616120356,80
-2.2617064,-1.3421347,-1.7335532,0.7668282,-3.47756,1.1660973,1.1591582,-0.33240646,0.7812265,0.53199995,0.80108875,0.8812271,0.73942,0.21519794,0.743597,0.63620013,-0.02992259,0.02877669,-0.01980309,0.01168241,0.05747267,-0.03979994,-0.010421752,-0.016457971,十河4人目リラックスVID20250616120356,90
-2.6082194,-1.2668662,-2.0457249,0.8669515,-4.250492,1.4368505,0.7947634,-0.3302032,0.3845214,0.6226858,0.7382927,0.7461941,0.7053802,0.48059398,0.96823424,0.62463284,0.03887335,-0.06901674,-0.04408952,0.017472232,-0.045693018,0.017987924,-0.12777632,-0.09183935,十河4人目リラックスVID20250616120356,100
-2.7381034,-1.9810284,-2.2413256,0.72836655,-4.0859165,1.5754235,0.1255327,-0.7528455,1.0161988,1.3414104,0.49026945,0.71257323,0.7892861,0.41484436,0.7376297,0.9682862,-0.13181323,-0.15384333,0.067990415,0.015736803,0.026480723,0.016542282,0.060919903,0.042705946,十河4人目リラックスVID20250616120356,110
