z1,z2,z3,z4,z5,z6,z7,z8,window,source,cluster
-0.79263514,0.2963832,1.3516802,-0.89476347,0.9575408,0.12131804,-1.2962146,-0.23612355,43,十河3人目嬉しいVID20250616120042.csv,6
-0.7068303,0.2821392,1.3079469,-0.95191073,1.0560951,0.07401591,-1.2656918,-0.06288965,44,十河3人目嬉しいVID20250616120042.csv,6
-0.6759125,0.21540688,1.2317038,-1.0506938,1.0867628,-0.03576486,-1.1940054,0.019030673,45,十河3人目嬉しいVID20250616120042.csv,6
-0.6557419,0.16435465,1.1779773,-1.1662209,1.0862786,-0.16313896,-1.1193337,0.0760161,46,十河3人目嬉しいVID20250616120042.csv,6
-0.6264888,0.15109725,1.1277896,-1.3098149,1.0594201,-0.30676606,-1.0230205,0.24174914,47,十河3人目嬉しいVID20250616120042.csv,6
-0.60629624,0.124321476,1.0521066,-1.4616069,0.99914175,-0.45141387,-0.92165613,0.34035608,48,十河3人目嬉しいVID20250616120042.csv,6
-0.58488566,0.09815688,0.94870883,-1.6576267,0.8860261,-0.5977111,-0.8276599,0.38348144,49,十河3人目嬉しいVID20250616120042.csv,6
-0.58403164,0.070064776,0.79041326,-1.8236102,0.7390248,-0.75219524,-0.73177296,0.41191956,50,十河3人目嬉しいVID20250616120042.csv,6
-0.61932284,0.05332888,0.6354183,-1.9088426,0.56635135,-0.850574,-0.62979746,0.36847395,51,十河3人目嬉しいVID20250616120042.csv,6
-0.64670384,0.05091419,0.47565743,-2.0072553,0.3580764,-0.9180963,-0.5905912,0.25354117,52,十河3人目嬉しいVID20250616120042.csv,6
-0.67965376,0.06891918,0.304551,-2.0766819,0.123871654,-0.9583574,-0.57519364,0.11045902,53,十河3人目嬉しいVID20250616120042.csv,6
-0.74139327,0.037002936,0.054256327,-2.1490467,-0.032797858,-0.92719096,-0.6791747,-0.09336677,54,十河3人目嬉しいVID20250616120042.csv,6
-0.7861729,0.031139141,-0.083170995,-2.185493,-0.14932092,-0.8933396,-0.7789529,-0.25615084,55,十河3人目嬉しいVID20250616120042.csv,0
-0.82591784,0.083570026,-0.15436663,-2.216689,-0.23498046,-0.85222995,-0.9074968,-0.398456,56,十河3人目嬉しいVID20250616120042.csv,0
-0.8188452,0.13289052,-0.16392912,-2.185122,-0.32213992,-0.8171304,-1.0513195,-0.62931335,57,十河3人目嬉しいVID20250616120042.csv,0
-0.77934027,0.17044568,-0.20924495,-2.0603921,-0.4192598,-0.6839344,-1.230259,-0.9450722,58,十河3人目嬉しいVID20250616120042.csv,0
-0.707684,0.18541743,-0.20540997,-1.960908,-0.3506105,-0.5589201,-1.4286957,-1.2322842,59,十河3人目嬉しいVID20250616120042.csv,0
-0.63758326,0.17280942,-0.22480105,-1.8448555,-0.27308676,-0.5119449,-1.557991,-1.4524347,60,十河3人目嬉しいVID20250616120042.csv,0
-0.5961929,0.20297967,-0.19129094,-1.7220181,-0.15199755,-0.47726992,-1.5907947,-1.6121851,61,十河3人目嬉しいVID20250616120042.csv,0
-0.6070378,0.29533693,-0.108893365,-1.5856131,-0.090049714,-0.44509694,-1.5341039,-1.6358608,62,十河3人目嬉しいVID20250616120042.csv,0
-0.6375948,0.36866808,-0.0021652859,-1.506268,-0.029518584,-0.41870424,-1.498147,-1.6181074,63,十河3人目嬉しいVID20250616120042.csv,0
-0.66618943,0.44795376,0.115557775,-1.4444319,0.014420679,-0.41035008,-1.4516555,-1.584525,64,十河3人目嬉しいVID20250616120042.csv,0
-0.7183598,0.55733347,0.22540508,-1.3913585,0.1237131,-0.3620031,-1.4338095,-1.526482,65,十河3人目嬉しいVID20250616120042.csv,0
-0.481402,-0.5170825,-0.9836996,-0.48436815,-0.54281443,0.045669347,0.14969292,0.91443264,0,十河3人目悲しいVID20250616120100.csv,4
-0.54698193,-0.5255938,-1.0399146,-0.39351436,-0.573646,0.11664258,0.08840379,0.83324087,1,十河3人目悲しいVID20250616120100.csv,4
-0.6226028,-0.5160375,-1.0934712,-0.30006656,-0.6419497,0.21113381,0.024432622,0.71685535,2,十河3人目悲しいVID20250616120100.csv,4
-0.7020758,-0.48794758,-1.1462363,-0.21109289,-0.74839497,0.34534836,-0.046262998,0.5639792,3,十河3人目悲しいVID20250616120100.csv,4
-0.79805964,-0.44756466,-1.1561468,-0.10085819,-0.7965579,0.48975915,-0.08896056,0.38012895,4,十河3人目悲しいVID20250616120100.csv,0
-0.85644656,-0.43515843,-1.1449637,0.0149964625,-0.8423394,0.6003379,-0.14121306,0.24788654,5,十河3人目悲しいVID20250616120100.csv,0
-0.9185025,-0.38535944,-1.104162,0.15938883,-0.88422835,0.7269855,-0.19980131,0.1339426,6,十河3人目悲しいVID20250616120100.csv,0
-0.9722025,-0.30166325,-1.006,0.32286912,-0.88182217,0.87158805,-0.23721243,0.027799485,7,十河3人目悲しいVID20250616120100.csv,0
-1.0208966,-0.19361086,-0.85286236,0.49285147,-0.86152023,0.9818631,-0.23482688,-0.062247805,8,十河3人目悲しいVID20250616120100.csv,0
-1.0359548,-0.10031812,-0.69966793,0.5723709,-0.7775639,1.0753708,-0.2636027,-0.11432325,9,十河3人目悲しいVID20250616120100.csv,0
-1.0087283,0.015514765,-0.5097897,0.668691,-0.73496234,1.1429682,-0.3015084,-0.10372256,10,十河3人目悲しいVID20250616120100.csv,0
-0.9975965,0.1341769,-0.33859777,0.73909044,-0.653725,1.2071611,-0.33723268,-0.053568214,11,十河3人目悲しいVID20250616120100.csv,0
-0.99133295,0.2646017,-0.16048878,0.790677,-0.49122038,1.2545637,-0.3419491,0.045036346,12,十河3人目悲しいVID20250616120100.csv,0
-0.975902,0.37752125,-0.051773332,0.80628717,-0.39255777,1.2470733,-0.3087363,0.13162312,13,十河3人目悲しいVID20250616120100.csv,0
-0.93156546,0.44179353,0.10014577,0.80021983,-0.3414643,1.2304385,-0.29549983,0.23147526,14,十河3人目悲しいVID20250616120100.csv,0
-0.9171345,0.48275223,0.21502258,0.79016626,-0.24984011,1.2285075,-0.29499874,0.36425313,15,十河3人目悲しいVID20250616120100.csv,0
-0.8853594,0.52464813,0.32157972,0.73476064,-0.17513886,1.211192,-0.3038381,0.5095988,16,十河3人目悲しいVID20250616120100.csv,0
-0.8115037,0.54857695,0.38910174,0.6763417,-0.12417037,1.1673876,-0.30596885,0.6542772,17,十河3人目悲しいVID20250616120100.csv,1
-0.6582471,0.53789055,0.45475546,0.57964236,-0.02831676,1.1114494,-0.35885647,0.8044352,18,十河3人目悲しいVID20250616120100.csv,6
-0.43557736,0.48084077,0.467213,0.4114663,0.07279748,1.0663372,-0.44618264,0.90124255,19,十河3人目悲しいVID20250616120100.csv,6
-0.29714668,0.4141147,0.4696477,0.25017333,0.14241968,1.0131397,-0.46847826,1.0172739,20,十河3人目悲しいVID20250616120100.csv,6
-0.19592273,0.3472775,0.43060872,0.11772315,0.22535338,0.95034957,-0.47667196,1.1272424,21,十河3人目悲しいVID20250616120100.csv,6
-0.1295238,0.29465443,0.38262302,-0.00765761,0.29752883,0.8826078,-0.47151795,1.2182583,22,十河3人目悲しいVID20250616120100.csv,6
-0.044293597,0.28827256,0.32268906,-0.16214383,0.3533722,0.8136534,-0.47215295,1.3400402,23,十河3人目悲しいVID20250616120100.csv,6
-0.011581276,0.25501573,0.1961654,-0.35231882,0.31602806,0.6750071,-0.4136221,1.3688686,24,十河3人目悲しいVID20250616120100.csv,6
0.013492331,0.2532171,0.09187062,-0.45642814,0.22932754,0.5759032,-0.33557212,1.3950777,25,十河3人目悲しいVID20250616120100.csv,6
0.022345867,0.21884315,-0.10407,-0.66231793,0.068830065,0.42595285,-0.21590273,1.4983433,26,十河3人目悲しいVID20250616120100.csv,6
0.052009646,0.14851205,-0.30274826,-0.7810232,-0.0954354,0.2684686,-0.08821222,1.4897563,27,十河3人目悲しいVID20250616120100.csv,4
0.06996867,0.099037014,-0.47657645,-0.9169819,-0.2148845,0.17419085,-0.0075878985,1.4379998,28,十河3人目悲しいVID20250616120100.csv,4
0.020224828,0.07985535,-0.6772121,-0.99200845,-0.38096255,0.10957698,0.06930904,1.3398165,29,十河3人目悲しいVID20250616120100.csv,4
-0.11378713,0.086450934,-0.8571361,-0.98966265,-0.5353103,0.102192745,0.11686878,1.2211691,30,十河3人目悲しいVID20250616120100.csv,4
-0.2862919,0.06517303,-1.0039647,-0.8888953,-0.6530284,0.14461994,0.11116175,1.0464768,31,十河3人目悲しいVID20250616120100.csv,4
-0.41135946,0.055553198,-1.1224121,-0.80219686,-0.7712828,0.22403799,0.11178842,0.8938541,32,十河3人目悲しいVID20250616120100.csv,4
-0.5121256,0.058940515,-1.1897893,-0.70300263,-0.88771695,0.32394028,0.09233539,0.750202,33,十河3人目悲しいVID20250616120100.csv,4
-0.62880117,0.100542866,-1.2660466,-0.5972721,-0.9450473,0.42535403,0.04815084,0.56084967,34,十河3人目悲しいVID20250616120100.csv,4
-0.7255427,0.1578229,-1.2858549,-0.4604099,-0.94060767,0.53819877,0.019746762,0.30867827,35,十河3人目悲しいVID20250616120100.csv,0
-0.81727993,0.16781731,-1.3352818,-0.35756612,-0.8887106,0.6428572,0.007662963,0.1574137,36,十河3人目悲しいVID20250616120100.csv,0
-0.8403076,0.20654011,-1.3005499,-0.21811263,-0.810186,0.683822,0.019513905,0.031393632,37,十河3人目悲しいVID20250616120100.csv,0
-0.86658907,0.25702673,-1.2371522,-0.096028544,-0.7914184,0.7594916,0.014727689,-0.055933636,38,十河3人目悲しいVID20250616120100.csv,0
-0.8486327,0.3638184,-1.0725651,0.027576156,-0.744948,0.8217891,-0.009907171,-0.10721038,39,十河3人目悲しいVID20250616120100.csv,0
-0.83317864,0.47449762,-0.91500604,0.11338587,-0.6643283,0.8644258,-0.010951033,-0.1155829,40,十河3人目悲しいVID20250616120100.csv,0
-0.830477,0.5919916,-0.7833283,0.2145223,-0.5862399,0.9256998,-0.02858021,-0.11400081,41,十河3人目悲しいVID20250616120100.csv,0
-0.82285386,0.72023785,-0.627757,0.31902447,-0.52545327,0.99134797,-0.04634599,-0.12799397,42,十河3人目悲しいVID20250616120100.csv,0
-0.7928775,0.84612244,-0.48167914,0.42281637,-0.45516756,1.0335476,-0.061863594,-0.13570097,43,十河3人目悲しいVID20250616120100.csv,0
-0.74766195,0.9513067,-0.28356853,0.4805137,-0.39222646,1.0768521,-0.12332618,-0.085668735,44,十河3人目悲しいVID20250616120100.csv,0
-0.685337,1.0473584,-0.12723434,0.45845547,-0.29765692,1.0998087,-0.14533067,-0.019079681,45,十河3人目悲しいVID20250616120100.csv,0
-0.6186353,1.1517358,0.036328085,0.3926048,-0.13057667,1.0993316,-0.18127231,0.105655126,46,十河3人目悲しいVID20250616120100.csv,0
-0.57321113,1.22697,0.15423398,0.26950124,-0.00701358,1.06921,-0.18994752,0.2417053,47,十河3人目悲しいVID20250616120100.csv,0
-0.4700417,1.1905016,0.2403873,0.20726562,0.111044064,1.0536448,-0.21858746,0.36714774,48,十河3人目悲しいVID20250616120100.csv,6
-0.3609966,1.1807896,0.2883687,0.08347966,0.2271214,1.0293403,-0.26219922,0.47161463,49,十河3人目悲しいVID20250616120100.csv,6
-0.29971012,1.162236,0.25389126,-0.034781538,0.29657623,0.93972045,-0.26637447,0.5104054,50,十河3人目悲しいVID20250616120100.csv,6
-0.22287154,1.1769793,0.26384225,-0.1753463,0.3697058,0.9001412,-0.28791678,0.6374271,51,十河3人目悲しいVID20250616120100.csv,6
-0.14173368,1.1892895,0.2772174,-0.3346032,0.47572526,0.8287545,-0.3024579,0.7626976,52,十河3人目悲しいVID20250616120100.csv,6
-0.025765728,1.2255554,0.29219303,-0.5502341,0.5878856,0.7735235,-0.31940082,0.9051128,53,十河3人目悲しいVID20250616120100.csv,6
0.31646743,-0.63977635,0.38081995,0.252097,0.30713862,-0.7984727,-0.73767763,0.96702373,0,十河3人目緊張VID20250616120112.csv,1
0.33617058,-0.65267193,0.31948337,0.21677649,0.22205761,-0.82603276,-0.7164984,0.9667339,1,十河3人目緊張VID20250616120112.csv,1
0.31239063,-0.6651269,0.19730292,0.19215456,0.12066742,-0.8872526,-0.63144535,0.94646704,2,十河3人目緊張VID20250616120112.csv,1
0.30608422,-0.6922682,0.055052534,0.15174459,0.014420759,-0.9477531,-0.55536824,0.89753824,3,十河3人目緊張VID20250616120112.csv,1
0.25124803,-0.7050253,-0.07538716,0.15827104,-0.13462812,-0.97689277,-0.45821187,0.8110324,4,十河3人目緊張VID20250616120112.csv,1
0.23710684,-0.75937253,-0.19748405,0.13736981,-0.249123,-0.94383436,-0.43335935,0.6723633,5,十河3人目緊張VID20250616120112.csv,1
0.16273232,-0.7626359,-0.28814787,0.18030468,-0.36144057,-0.89463776,-0.38340917,0.5364638,6,十河3人目緊張VID20250616120112.csv,1
0.09534423,-0.7578986,-0.34377939,0.25486344,-0.4393126,-0.8270117,-0.37813857,0.39892805,7,十河3人目緊張VID20250616120112.csv,1
0.07530604,-0.7496075,-0.35001224,0.32095155,-0.47649875,-0.751598,-0.41982403,0.30648905,8,十河3人目緊張VID20250616120112.csv,1
0.0025806613,-0.73951566,-0.3549635,0.4650785,-0.4824591,-0.68861747,-0.4779365,0.22943878,9,十河3人目緊張VID20250616120112.csv,1
-0.019331325,-0.7125339,-0.34991607,0.5520551,-0.44783702,-0.61192644,-0.51913965,0.18459123,10,十河3人目緊張VID20250616120112.csv,1
-0.04378676,-0.6935437,-0.35387477,0.6293187,-0.40174225,-0.5441366,-0.53174424,0.14929369,11,十河3人目緊張VID20250616120112.csv,1
-0.059349637,-0.67293435,-0.33933604,0.6770402,-0.35293722,-0.4849376,-0.5375883,0.119944386,12,十河3人目緊張VID20250616120112.csv,1
-0.06525929,-0.6468935,-0.31185803,0.7095788,-0.31793094,-0.42874438,-0.5304867,0.09609126,13,十河3人目緊張VID20250616120112.csv,1
-0.09112799,-0.60791296,-0.27592915,0.7579617,-0.29702428,-0.37947565,-0.504657,0.091547966,14,十河3人目緊張VID20250616120112.csv,1
-0.117844224,-0.56863725,-0.21952592,0.8114303,-0.26211727,-0.3242939,-0.4876056,0.110890545,15,十河3人目緊張VID20250616120112.csv,1
-0.116797924,-0.5252995,-0.16816142,0.82648665,-0.24079764,-0.30007344,-0.4802448,0.12395441,16,十河3人目緊張VID20250616120112.csv,1
-0.12733942,-0.44854376,-0.07375986,0.89330477,-0.19730367,-0.24671668,-0.46723276,0.1623832,17,十河3人目緊張VID20250616120112.csv,1
-0.13960229,-0.34420565,0.042784944,0.9590827,-0.14999513,-0.21161301,-0.4591608,0.22612923,18,十河3人目緊張VID20250616120112.csv,1
-0.12854956,-0.2822011,0.10776903,0.986373,-0.07058181,-0.20443828,-0.4843667,0.27605388,19,十河3人目緊張VID20250616120112.csv,1
-0.106031045,-0.23336783,0.17333275,0.9998648,0.005270321,-0.2087709,-0.49136478,0.33952025,20,十河3人目緊張VID20250616120112.csv,1
-0.084226385,-0.20352188,0.21717565,1.0142887,0.09822537,-0.21646322,-0.50961673,0.41771752,21,十河3人目緊張VID20250616120112.csv,1
-0.060907733,-0.20687573,0.23503534,1.0050081,0.18977854,-0.22919138,-0.5369163,0.51207644,22,十河3人目緊張VID20250616120112.csv,1
-0.0009781905,-0.19194612,0.2763643,0.9910546,0.2616008,-0.27709413,-0.55591667,0.620776,23,十河3人目緊張VID20250616120112.csv,1
0.05895565,-0.16657083,0.3192377,0.91234165,0.3324987,-0.31898075,-0.57190233,0.7352618,24,十河3人目緊張VID20250616120112.csv,1
0.14931603,-0.16031832,0.34659064,0.80975,0.38829845,-0.37469256,-0.5837032,0.8501847,25,十河3人目緊張VID20250616120112.csv,1
0.2323602,-0.17835261,0.34540904,0.699412,0.4191351,-0.4392608,-0.58105695,0.959953,26,十河3人目緊張VID20250616120112.csv,1
0.2967748,-0.18339615,0.30979505,0.5750861,0.43747354,-0.51806736,-0.54959744,1.0684416,27,十河3人目緊張VID20250616120112.csv,1
0.3911486,-0.23108178,0.23962824,0.4359407,0.40266427,-0.6481289,-0.486241,1.1736323,28,十河3人目緊張VID20250616120112.csv,1
0.46398133,-0.30192962,0.14367315,0.33052093,0.31923023,-0.7425248,-0.4158618,1.2195127,29,十河3人目緊張VID20250616120112.csv,1
0.4969923,-0.34008574,0.022726288,0.24902304,0.22316986,-0.8044693,-0.3506432,1.2169837,30,十河3人目緊張VID20250616120112.csv,4
0.5204249,-0.3864197,-0.10730035,0.19629675,0.100297,-0.874847,-0.28797376,1.1889871,31,十河3人目緊張VID20250616120112.csv,4
0.556843,-0.42642438,-0.2556537,0.13291802,-0.038744144,-0.96777827,-0.22809091,1.1563779,32,十河3人目緊張VID20250616120112.csv,4
0.5569347,-0.44588128,-0.37073916,0.11928895,-0.11980162,-0.9932182,-0.20593818,1.1021881,33,十河3人目緊張VID20250616120112.csv,4
0.5274366,-0.45731533,-0.47808957,0.123677135,-0.21018258,-0.98738426,-0.20607068,1.017028,34,十河3人目緊張VID20250616120112.csv,4
0.46660805,-0.46554893,-0.563537,0.17898016,-0.3101022,-0.9496326,-0.23065963,0.8932328,35,十河3人目緊張VID20250616120112.csv,4
0.43502933,-0.45629957,-0.5858118,0.24430434,-0.38848555,-0.86475503,-0.31920126,0.7707221,36,十河3人目緊張VID20250616120112.csv,4
0.4737022,-0.45567843,-0.5731041,0.27965268,-0.48195872,-0.8047044,-0.37774292,0.68036693,37,十河3人目緊張VID20250616120112.csv,4
0.4929723,-0.47973377,-0.591207,0.34875646,-0.532575,-0.7193979,-0.47685057,0.58270776,38,十河3人目緊張VID20250616120112.csv,4
0.46765584,-0.476783,-0.597531,0.43304726,-0.5645919,-0.6157013,-0.56035703,0.47291312,39,十河3人目緊張VID20250616120112.csv,4
0.4368342,-0.45896617,-0.60549,0.49327958,-0.56989115,-0.5406114,-0.62775296,0.3797531,40,十河3人目緊張VID20250616120112.csv,4
0.4011303,-0.42939264,-0.6027125,0.5236648,-0.5687296,-0.47106072,-0.6694065,0.2973476,41,十河3人目緊張VID20250616120112.csv,4
0.31329593,-0.37810364,-0.5886197,0.55962837,-0.5687075,-0.3994096,-0.6794934,0.21199687,42,十河3人目緊張VID20250616120112.csv,1
0.24919794,-0.33888352,-0.57694817,0.5899502,-0.53408796,-0.33772388,-0.6927644,0.1543571,43,十河3人目緊張VID20250616120112.csv,1
0.19285144,-0.29682013,-0.53569275,0.64012235,-0.48882636,-0.2714425,-0.6906274,0.1260888,44,十河3人目緊張VID20250616120112.csv,1
0.1593195,-0.2510863,-0.4594445,0.7129338,-0.4482105,-0.19117327,-0.6895654,0.11261069,45,十河3人目緊張VID20250616120112.csv,1
0.12280293,-0.19253764,-0.37034655,0.77046704,-0.41420946,-0.11512815,-0.6848301,0.11332201,46,十河3人目緊張VID20250616120112.csv,1
0.10212822,-0.09790972,-0.25277954,0.84045315,-0.36730257,-0.04920716,-0.686762,0.14012174,47,十河3人目緊張VID20250616120112.csv,1
0.10139996,-0.011342438,-0.1592515,0.89251083,-0.31386843,-0.021379154,-0.680537,0.17632334,48,十河3人目緊張VID20250616120112.csv,1
0.11711286,0.06353658,-0.061783105,0.9368792,-0.25773105,-0.0045188973,-0.6748408,0.2177432,49,十河3人目緊張VID20250616120112.csv,1
0.15489331,0.14402477,0.06536431,0.9724863,-0.19298664,-0.010345512,-0.66798496,0.2868889,50,十河3人目緊張VID20250616120112.csv,1
0.24046619,0.16333379,0.17975943,0.9659793,-0.11812753,-0.02257334,-0.68194187,0.37676722,51,十河3人目緊張VID20250616120112.csv,1
0.3475224,0.16799372,0.23586695,0.92855555,-0.039776415,-0.06985822,-0.6901949,0.4912897,52,十河3人目緊張VID20250616120112.csv,1
0.47048658,0.14879349,0.26002914,0.87508166,0.021163343,-0.112986796,-0.7198366,0.59907573,53,十河3人目緊張VID20250616120112.csv,1
0.6043109,0.13361079,0.31687006,0.7882338,0.0725407,-0.1748392,-0.74845415,0.7094681,54,十河3人目緊張VID20250616120112.csv,1
0.7046689,0.16950873,0.37621254,0.6710546,0.1653745,-0.2332814,-0.7629481,0.8148366,55,十河3人目緊張VID20250616120112.csv,1
0.80354494,0.19432516,0.41312578,0.5103326,0.25277686,-0.3252905,-0.7419635,0.96335536,56,十河3人目緊張VID20250616120112.csv,6
0.8912141,0.1615654,0.37076023,0.3640227,0.29354486,-0.43599337,-0.68305004,1.1112446,57,十河3人目緊張VID20250616120112.csv,6
0.9507151,0.112561926,0.28182548,0.21144953,0.30494562,-0.5077795,-0.64206797,1.2029536,58,十河3人目緊張VID20250616120112.csv,6
0.99290854,0.042535342,0.1840401,0.07923974,0.28448173,-0.5568893,-0.6287569,1.2620661,59,十河3人目緊張VID20250616120112.csv,6
1.0206627,0.0011980962,0.07881397,-0.046227753,0.21970056,-0.6208249,-0.61349183,1.2981399,60,十河3人目緊張VID20250616120112.csv,4
1.0293299,-0.05181673,-0.03968767,-0.13851972,0.11203892,-0.7159414,-0.55991143,1.3147722,61,十河3人目緊張VID20250616120112.csv,4
1.012799,-0.073642105,-0.16938703,-0.20716639,0.015571756,-0.8021492,-0.4952639,1.2905396,62,十河3人目緊張VID20250616120112.csv,4
0.9973119,-0.09715936,-0.28532675,-0.26962757,-0.102489166,-0.8408406,-0.42990366,1.2414653,63,十河3人目緊張VID20250616120112.csv,4
0.9728095,-0.1323425,-0.40625083,-0.28733614,-0.22472866,-0.8325428,-0.42394316,1.158078,64,十河3人目緊張VID20250616120112.csv,4
0.95198244,-0.17597248,-0.5263511,-0.27320027,-0.35751,-0.8008019,-0.46407706,1.0462849,65,十河3人目緊張VID20250616120112.csv,4
0.92150927,-0.16681023,-0.55880064,-0.2257313,-0.45597416,-0.73928577,-0.53815377,0.90759706,66,十河3人目緊張VID20250616120112.csv,4
0.89543295,-0.17514485,-0.60658,-0.14856622,-0.52836615,-0.67078876,-0.6071708,0.79789335,67,十河3人目緊張VID20250616120112.csv,4
0.84435403,-0.16962704,-0.64288455,-0.059726328,-0.5585156,-0.6021558,-0.66136605,0.69117177,68,十河3人目緊張VID20250616120112.csv,4
0.7335279,-0.14934306,-0.7021431,0.015195158,-0.5587426,-0.48963362,-0.71633315,0.5319087,69,十河3人目緊張VID20250616120112.csv,4
0.67088026,-0.12659468,-0.73367625,0.08840292,-0.541554,-0.4055373,-0.7799054,0.37785295,70,十河3人目緊張VID20250616120112.csv,4
0.6009682,-0.1074489,-0.7848638,0.13905214,-0.5082804,-0.31906024,-0.8263949,0.2316162,71,十河3人目緊張VID20250616120112.csv,4
0.5446325,-0.089112364,-0.79786646,0.17008282,-0.46402568,-0.24318537,-0.8519245,0.12688872,72,十河3人目緊張VID20250616120112.csv,4
0.47114414,-0.047048405,-0.8050838,0.22285393,-0.42368907,-0.18245725,-0.86142147,0.060190514,73,十河3人目緊張VID20250616120112.csv,0
0.3923856,-0.008628359,-0.8110601,0.30126145,-0.39456186,-0.11952483,-0.853417,0.0021969546,74,十河3人目緊張VID20250616120112.csv,0
0.29262507,0.075171776,-0.7465003,0.4001355,-0.37078622,-0.040126946,-0.8357981,-0.022547796,75,十河3人目緊張VID20250616120112.csv,0
0.2269501,0.1890438,-0.64283097,0.4903218,-0.35999388,0.041871365,-0.82742727,-0.02508817,76,十河3人目緊張VID20250616120112.csv,0
0.17433588,0.3203486,-0.55109376,0.59469473,-0.33308092,0.105587035,-0.8210757,-0.0247196,77,十河3人目緊張VID20250616120112.csv,0
0.13506272,0.4263765,-0.44556808,0.66880953,-0.30939674,0.16555798,-0.8015524,-0.017505888,78,十河3人目緊張VID20250616120112.csv,0
0.11638519,0.54749197,-0.30467722,0.7301054,-0.24926019,0.19710897,-0.7925569,0.012479575,79,十河3人目緊張VID20250616120112.csv,0
0.15967943,0.6710138,-0.1362977,0.7360762,-0.124865614,0.19412193,-0.8080917,0.079719156,80,十河3人目緊張VID20250616120112.csv,0
0.2273872,0.7658106,-0.025467977,0.6691073,0.009400166,0.1549015,-0.84079045,0.19510646,81,十河3人目緊張VID20250616120112.csv,6
0.32836714,0.86091983,0.08754616,0.61648285,0.1348435,0.10750265,-0.86528677,0.34648544,82,十河3人目緊張VID20250616120112.csv,6
0.4268187,0.9260947,0.23006414,0.5408333,0.27554935,0.07729494,-0.89060533,0.5117939,83,十河3人目緊張VID20250616120112.csv,6
0.4997676,0.941481,0.30022064,0.4456461,0.38442975,0.041018568,-0.8729151,0.63899744,84,十河3人目緊張VID20250616120112.csv,6
0.54487497,0.93175346,0.30786324,0.31200185,0.43022767,-0.008654273,-0.8249754,0.7553102,85,十河3人目緊張VID20250616120112.csv,6
0.62359625,0.91634715,0.3118721,0.133204,0.51482,-0.08983411,-0.7667769,0.89879775,86,十河3人目緊張VID20250616120112.csv,6
0.70310074,0.9212143,0.29642633,-0.1154213,0.5623408,-0.19153227,-0.683377,1.0880039,87,十河3人目緊張VID20250616120112.csv,6
0.70910865,0.9130831,0.21069388,-0.28712752,0.5839313,-0.28036976,-0.6052872,1.1768211,88,十河3人目緊張VID20250616120112.csv,6
0.7207001,0.8543086,0.051530898,-0.48339817,0.5209007,-0.45614862,-0.47597122,1.2636148,89,十河3人目緊張VID20250616120112.csv,6
0.7191844,0.7924397,-0.116304606,-0.6284927,0.42098433,-0.6093927,-0.35929978,1.2765673,90,十河3人目緊張VID20250616120112.csv,6
0.72308755,0.72279406,-0.25598457,-0.7518131,0.28058016,-0.7325943,-0.2576866,1.2576243,91,十河3人目緊張VID20250616120112.csv,4
0.68744785,0.6863797,-0.42092043,-0.8266259,0.116359055,-0.79036796,-0.2178456,1.1858011,92,十河3人目緊張VID20250616120112.csv,4
0.65832585,0.66203976,-0.5411507,-0.8818176,-0.019118926,-0.81159264,-0.21694246,1.1073694,93,十河3人目緊張VID20250616120112.csv,4
0.6295569,0.6333064,-0.7056249,-0.9194506,-0.19644159,-0.8375135,-0.23330551,0.9904646,94,十河3人目緊張VID20250616120112.csv,4
0.5808348,0.63223475,-0.8247647,-0.8954101,-0.36450368,-0.8479721,-0.26087874,0.84708875,95,十河3人目緊張VID20250616120112.csv,4
0.5328273,0.6462187,-0.92391604,-0.8634093,-0.50657856,-0.8345761,-0.32015482,0.70288795,96,十河3人目緊張VID20250616120112.csv,4
0.44769895,0.6792974,-1.0603452,-0.78930336,-0.6025771,-0.77097255,-0.4146862,0.52042484,97,十河3人目緊張VID20250616120112.csv,4
0.39320728,0.69916135,-1.1614666,-0.7629272,-0.6848033,-0.6801652,-0.5249744,0.3259298,98,十河3人目緊張VID20250616120112.csv,4
0.38380766,0.7100925,-1.2763306,-0.73332334,-0.79454464,-0.5800842,-0.61232406,0.114196874,99,十河3人目緊張VID20250616120112.csv,4
0.35963666,0.72387004,-1.2807722,-0.6709811,-0.8681189,-0.4611195,-0.669941,-0.06667877,100,十河3人目緊張VID20250616120112.csv,4
0.28679112,0.7674063,-1.3225563,-0.5762325,-0.96347314,-0.3247086,-0.73153734,-0.26957676,101,十河3人目緊張VID20250616120112.csv,0
0.23162259,0.8023298,-1.2990776,-0.4659962,-0.9848998,-0.21377641,-0.76578254,-0.4839205,102,十河3人目緊張VID20250616120112.csv,0
0.23471762,0.86200833,-1.2224237,-0.33855188,-1.0138583,-0.1095248,-0.81968206,-0.64260876,103,十河3人目緊張VID20250616120112.csv,0
0.24265166,0.9643792,-1.0700818,-0.2519619,-1.0321327,0.020496866,-0.8694303,-0.7338349,104,十河3人目緊張VID20250616120112.csv,0
0.23780812,1.132735,-0.91493344,-0.1426425,-1.0190603,0.14062169,-0.89073884,-0.7633683,105,十河3人目緊張VID20250616120112.csv,0
0.25755268,1.262993,-0.7820758,-0.08362949,-1.0136319,0.21906981,-0.917818,-0.78963196,106,十河3人目緊張VID20250616120112.csv,0
